director_id,genre,prob
2448,Thriller,0.142857
2458,Adventure,0.0704225
2458,Comedy,0.197183
2458,Crime,0.056338
2458,Drama,0.704225
2458,Fantasy,0.0140845
2458,Horror,0.028169
2458,Music,0.0140845
2458,Mystery,0.0140845
2458,Romance,0.0422535
2458,Short,0.183099
2458,Thriller,0.0140845
2458,War,0.0140845
2458,Western,0.0422535
2473,Action,0.0625
2473,Adventure,0.125
2473,Comedy,0.4375
2473,Crime,0.0625
2473,Documentary,0.1875
2473,Drama,0.375
2473,Fantasy,0.0625
2473,Horror,0.0625
2473,Western,0.0625
2502,Crime,0.5
2502,Drama,0.5
2502,Thriller,0.5
2624,Comedy,0.972222
2624,Documentary,0.00925926
2624,Romance,0.0185185
2624,Short,0.675926
2624,Western,0.00925926
2629,Comedy,0.375
2629,Crime,0.25
2629,Drama,0.625
2629,Romance,0.125
2643,Action,0.145455
2643,Adventure,0.172727
2643,Comedy,0.163636
2643,Crime,0.0545455
2643,Drama,0.436364
2643,Family,0.0181818
2643,Film-Noir,0.00909091
2643,Horror,0.0181818
2643,Musical,0.0636364
2643,Mystery,0.0909091
2643,Romance,0.0727273
2643,Western,0.309091
2776,War,1.0
2859,Action,0.5
2859,Adventure,0.5
2859,Crime,0.5
2859,Thriller,0.5
2869,Action,1.0
2869,Sci-Fi,1.0
2871,Action,0.037037
2871,Comedy,0.518519
2871,Drama,0.296296
2871,Sci-Fi,0.037037
2871,Short,0.925926
2995,Adventure,1.0
3016,Action,0.0416667
3016,Comedy,0.0416667
3016,Crime,0.0416667
3016,Drama,0.875
3016,Horror,0.0416667
3016,Music,0.0416667
3016,Romance,0.0416667
3016,Sci-Fi,0.0416667
3016,Thriller,0.125
3016,Western,0.0416667
3034,Drama,1.0
3052,Comedy,0.222222
3052,Crime,0.111111
3052,Documentary,0.111111
3052,Drama,0.555556
3052,Short,0.111111
3052,War,0.222222
3092,Horror,1.0
3092,Short,1.0
3124,Comedy,0.2
3124,Crime,0.2
3124,Drama,0.8
3129,Action,0.0909091
3129,Comedy,0.0909091
3129,Crime,0.818182
3129,Drama,0.0909091
3129,Thriller,0.0909091
3233,Short,1.0
3265,Comedy,1.0
3265,Short,1.0
3294,Action,0.333333
3294,Comedy,0.333333
3294,Drama,1.0
3294,Western,0.333333
3376,Drama,1.0
3477,Comedy,0.6
3477,Drama,0.44
3477,Horror,0.16
3477,Music,0.04
3477,Musical,0.12
3477,Mystery,0.04
3477,Romance,0.24
3477,Thriller,0.04
3503,Comedy,1.0
3503,Short,0.875
3507,Animation,1.0
3507,Comedy,0.948905
3507,Crime,0.00729927
3507,Documentary,0.00729927
3507,Family,0.868613
3507,Music,0.0291971
3507,Musical,0.0218978
3507,Mystery,0.00729927
3507,Short,0.992701
3507,War,0.00729927
3507,Western,0.0291971
3525,Documentary,0.666667
3525,Music,0.666667
3525,Short,0.333333
3525,Thriller,0.166667
3586,Short,1.0
3589,Short,1.0
3689,Drama,1.0
3689,Musical,1.0
3699,Action,0.555556
3699,Adventure,0.111111
3699,Comedy,0.444444
3699,Crime,0.111111
3699,Drama,0.666667
3699,Family,0.555556
3699,Musical,0.111111
3699,Romance,0.111111
3742,Comedy,1.0
3742,Drama,1.0
3742,Mystery,1.0
3778,Action,0.133333
3778,Adventure,0.333333
3778,Comedy,0.666667
3778,Drama,0.0666667
3778,Fantasy,0.6
3778,Horror,0.6
3778,Romance,0.0666667
3778,Sci-Fi,0.2
3778,Thriller,0.0666667
3802,Documentary,1.0
3839,Action,0.0133333
3839,Adventure,0.0133333
3839,Comedy,0.72
3839,Crime,0.0133333
3839,Drama,0.28
3839,Musical,0.04
3839,Mystery,0.0266667
3839,Romance,0.2
3839,Short,0.186667
3839,Western,0.106667
3914,Adventure,0.025641
3914,Comedy,0.25641
3914,Crime,0.102564
3914,Drama,0.641026
3914,Horror,0.025641
3914,Mystery,0.102564
3914,Romance,0.282051
3914,Short,0.435897
3914,Thriller,0.0512821
3914,War,0.025641
3914,Western,0.025641
3951,Documentary,1.0
3965,Comedy,0.0833333
3965,Crime,0.0833333
3965,Drama,0.75
3965,Thriller,0.0833333
3965,War,0.0833333
4114,Comedy,0.965517
4114,Drama,0.0344828
4114,Short,0.862069
4117,Action,0.194444
4117,Adventure,0.0555556
4117,Comedy,0.111111
4117,Crime,0.166667
4117,Drama,0.444444
4117,Fantasy,0.0555556
4117,Film-Noir,0.0277778
4117,Horror,0.305556
4117,Mystery,0.166667
4117,Romance,0.0277778
4117,Sci-Fi,0.0833333
4117,Thriller,0.111111
4117,War,0.0555556
4117,Western,0.0555556
4133,Short,1.0
4144,Action,0.06
4144,Adventure,0.04
4144,Animation,0.98
4144,Comedy,0.12
4144,Crime,0.04
4144,Drama,0.08
4144,Family,0.04
4144,Fantasy,0.08
4144,Music,0.02
4144,Mystery,0.02
4144,Sci-Fi,0.02
4144,Short,0.8
4144,War,0.02
4157,Action,0.222222
4157,Comedy,0.111111
4157,Crime,0.222222
4157,Drama,0.777778
4157,Thriller,0.111111
4221,Documentary,0.545455
4221,Drama,0.272727
4221,Short,0.272727
4221,Thriller,0.0909091
4231,Comedy,0.428571
4231,Drama,0.428571
4231,Western,0.142857
4251,Action,0.125
4251,Adventure,0.166667
4251,Comedy,0.458333
4251,Crime,0.0416667
4251,Drama,0.458333
4251,Family,0.0416667
4251,Fantasy,0.0555556
4251,Horror,0.111111
4251,Musical,0.0972222
4251,Mystery,0.0833333
4251,Romance,0.0416667
4251,Sci-Fi,0.0694444
4251,Thriller,0.0694444
4251,War,0.0416667
4251,Western,0.194444
4287,Documentary,1.0
4287,Short,1.0
4337,Comedy,0.657895
4337,Crime,0.394737
4337,Drama,0.0526316
4337,Family,0.263158
4337,Musical,0.0526316
4337,Romance,0.0263158
4353,Comedy,0.4
4353,Drama,0.7
4353,Romance,0.1
4366,Comedy,0.5
4366,Short,0.5
4443,Comedy,0.166667
4443,Crime,0.333333
4443,Drama,0.5
4443,Romance,0.166667
4443,Thriller,0.5
4499,Comedy,0.142857
4499,Drama,0.714286
4499,Fantasy,0.142857
4499,Mystery,0.142857
4499,Short,0.142857
4499,War,0.142857
4525,Crime,0.714286
4525,Drama,0.285714
4562,Action,0.5
4562,Crime,0.166667
4562,Drama,0.333333
4562,Sci-Fi,0.333333
4562,Short,0.166667
4562,Thriller,0.333333
4595,Animation,1.0
4595,Comedy,0.955556
4595,Family,0.961111
4595,Music,0.00555556
4595,Musical,0.00555556
4595,Sci-Fi,0.00555556
4595,Short,0.966667
4595,War,0.00555556
4595,Western,0.0166667
4690,Sci-Fi,1.0
4690,Short,1.0
4714,Comedy,0.25
4714,Drama,0.75
4714,Family,0.75
4714,Musical,1.0
4714,Romance,0.75
4726,Fantasy,0.4
4726,Horror,1.0
4726,Short,0.4
4726,Thriller,0.2
4728,Drama,0.5
4728,Short,0.5
4738,Adventure,0.0266667
4738,Comedy,0.0666667
4738,Drama,0.733333
4738,Mystery,0.0666667
4738,Romance,0.08
4738,Short,0.0666667
4738,Thriller,0.0133333
4738,War,0.0533333
4738,Western,0.186667
4774,Fantasy,0.5
4774,Horror,0.5
4774,Sci-Fi,0.5
4829,Documentary,0.5
4829,Drama,0.166667
4829,Horror,0.0833333
4829,Sci-Fi,0.75
4829,Short,0.166667
4829,War,0.0833333
4858,Documentary,1.0
4944,Comedy,0.25
4944,Drama,0.75
4944,Family,0.25
4944,Short,0.25
4972,Comedy,0.166667
4972,Documentary,0.166667
4972,Drama,0.5
4972,Romance,0.166667
4972,Short,0.333333
4987,Comedy,1.0
4987,Musical,0.625
5109,Action,0.0434783
5109,Adventure,0.057971
5109,Comedy,0.507246
5109,Crime,0.0724638
5109,Documentary,0.0144928
5109,Drama,0.275362
5109,Family,0.0289855
5109,Fantasy,0.0289855
5109,Horror,0.0144928
5109,Music,0.0144928
5109,Musical,0.173913
5109,Mystery,0.0144928
5109,Romance,0.0289855
5109,Sci-Fi,0.0144928
5109,Short,0.0144928
5109,Thriller,0.057971
5109,War,0.0144928
5109,Western,0.144928
5143,Action,0.6
5143,Adventure,0.4
5143,Animation,0.6
5143,Comedy,0.2
5143,Drama,0.2
5143,Fantasy,0.4
5143,Sci-Fi,0.2
5143,Short,0.2
5187,Drama,0.5
5187,Short,1.0
5326,Action,0.0909091
5326,Comedy,0.272727
5326,Horror,0.272727
5326,Musical,0.0909091
5326,Thriller,0.181818
5326,War,0.181818
5326,Western,0.181818
5461,Animation,0.0277778
5461,Comedy,0.305556
5461,Crime,0.0833333
5461,Drama,0.305556
5461,Family,0.166667
5461,Horror,0.0277778
5461,Musical,0.222222
5461,Mystery,0.0277778
5461,War,0.0277778
5461,Western,0.0277778
5464,Documentary,1.0
5538,Comedy,1.0
5538,Drama,1.0
5538,Romance,1.0
5582,Documentary,0.0769231
5582,Drama,0.384615
5582,Horror,0.0769231
5582,Mystery,0.0769231
5582,Romance,0.0769231
5582,Short,0.384615
5582,Thriller,0.0769231
5585,Action,0.0125523
5585,Adventure,0.0209205
5585,Comedy,0.65272
5585,Crime,0.0711297
5585,Drama,0.246862
5585,Family,0.0251046
5585,Horror,0.0376569
5585,Musical,0.0334728
5585,Mystery,0.0920502
5585,Romance,0.0292887
5585,Sci-Fi,0.0167364
5585,Short,0.280335
5585,Thriller,0.0083682
5585,War,0.0041841
5585,Western,0.0502092
5597,Action,0.0769231
5597,Adventure,0.0769231
5597,Comedy,0.153846
5597,Crime,0.0769231
5597,Drama,0.461538
5597,Fantasy,0.0769231
5597,Horror,0.230769
5597,Mystery,0.153846
5597,Sci-Fi,0.0769231
5597,Thriller,0.0769231
5598,Action,0.0136986
5598,Adventure,0.0273973
5598,Comedy,0.506849
5598,Crime,0.0410959
5598,Drama,0.493151
5598,Musical,0.0410959
5598,Mystery,0.0136986
5598,Romance,0.164384
5598,Western,0.0273973
5603,Comedy,0.384615
5603,Crime,0.0769231
5603,Drama,0.461538
5603,Family,0.0769231
5603,Sci-Fi,0.0769231
5656,Adventure,0.125
5656,Drama,0.125
5656,Family,0.75
5656,Fantasy,0.375
5656,Romance,0.125
5656,War,0.125
5656,Western,0.125
5668,Comedy,0.454545
5668,Crime,0.363636
5668,Drama,0.636364
5668,Mystery,0.0909091
5668,Romance,0.181818
5668,Thriller,0.181818
5690,Action,0.333333
5690,Drama,0.333333
5690,Family,0.5
5690,Thriller,0.166667
5798,Comedy,0.5
5798,Drama,0.5
5799,Documentary,0.666667
5799,Drama,0.333333
5799,Music,0.333333
5876,Action,0.8
5876,Adventure,0.2
5876,Drama,0.2
5876,Fantasy,0.6
5876,Horror,0.4
5876,Mystery,0.2
5876,Sci-Fi,0.6
5876,Thriller,0.6
5876,War,0.2
6189,Documentary,1.0
6189,Short,1.0
6219,Drama,1.0
6220,Crime,0.166667
6220,Drama,0.666667
6220,Romance,0.333333
6222,Short,1.0
6258,Adventure,0.5
6258,Comedy,0.5
6258,Crime,0.5
6258,Family,0.5
6422,Drama,1.0
6423,Action,0.0714286
6423,Adventure,0.0357143
6423,Comedy,0.357143
6423,Crime,0.107143
6423,Drama,0.785714
6423,Music,0.0714286
6423,Mystery,0.107143
6423,Romance,0.0357143
6423,Thriller,0.107143
6423,War,0.107143
6446,Action,1.0
6446,Horror,1.0
6446,Short,1.0
6446,Thriller,1.0
6505,Documentary,0.555556
6505,Family,0.333333
6505,Short,0.333333
6627,Documentary,0.857143
6627,Horror,0.142857
6627,Music,0.285714
6650,Drama,1.0
6650,Romance,0.5
6650,Short,0.5
6692,Adventure,0.0666667
6692,Comedy,0.2
6692,Crime,0.0666667
6692,Documentary,0.0666667
6692,Drama,0.533333
6692,Musical,0.0666667
6692,Thriller,0.0666667
6700,Comedy,1.0
6700,Drama,1.0
6709,Adventure,0.0217391
6709,Comedy,0.836957
6709,Crime,0.0543478
6709,Drama,0.0434783
6709,Fantasy,0.0108696
6709,Horror,0.0326087
6709,Sci-Fi,0.076087
6709,Short,0.608696
6709,Western,0.0978261
6728,Comedy,1.0
6742,Comedy,0.625
6742,Documentary,0.125
6742,Music,0.375
6742,Short,0.25
6795,Documentary,1.0
6795,Family,1.0
6822,Comedy,0.333333
6822,Drama,0.8
6822,Mystery,0.0666667
6822,Short,0.0666667
6822,Western,0.0666667
6874,Action,0.0416667
6874,Adventure,0.0416667
6874,Comedy,0.25
6874,Drama,0.270833
6874,Mystery,0.0625
6874,Romance,0.0416667
6874,Short,0.375
6874,Western,0.604167
6890,Comedy,1.0
6890,Horror,1.0
6890,Sci-Fi,0.5
6960,Action,0.25
6960,Crime,0.25
6960,Documentary,0.25
6960,Drama,0.75
6967,Comedy,0.325
6967,Crime,0.025
6967,Drama,0.45
6967,Family,0.2
6967,Musical,0.175
6967,Romance,0.025
6967,Short,0.025
6967,Thriller,0.075
7014,Music,1.0
7014,Short,1.0
7050,Drama,0.5
7050,Family,0.5
7129,Documentary,0.5
7129,Short,0.5
7155,Comedy,0.789474
7155,Drama,0.210526
7155,Romance,0.0526316
7155,War,0.0526316
7181,Comedy,0.5
7181,Crime,0.1
7181,Drama,0.6
7231,Crime,0.5
7231,Drama,0.5
7231,Mystery,0.5
7231,Thriller,0.5
7257,Comedy,0.25
7257,Documentary,0.0833333
7257,Drama,0.666667
7257,Fantasy,0.0833333
7257,Horror,0.166667
7257,Romance,0.166667
7257,Thriller,0.0833333
7259,Action,0.5
7259,Adventure,0.125
7259,Crime,0.375
7259,Drama,0.5
7259,Horror,0.125
7259,Mystery,0.125
7259,Sci-Fi,0.125
7259,Short,0.125
7259,Thriller,0.625
7323,Adventure,0.1
7323,Comedy,0.2
7323,Drama,0.5
7323,Film-Noir,0.1
7323,Romance,0.1
7323,Thriller,0.1
7331,Action,0.133333
7331,Adventure,0.0666667
7331,Comedy,0.733333
7331,Crime,0.0666667
7331,Drama,0.266667
7331,Family,0.133333
7331,Fantasy,0.0666667
7331,Horror,0.0666667
7331,Sci-Fi,0.0666667
7331,Short,0.0666667
7331,Thriller,0.0666667
7331,Western,0.133333
7363,Adventure,0.0833333
7363,Crime,0.0833333
7363,Drama,0.666667
7363,Fantasy,0.0833333
7363,Mystery,0.0833333
7363,Romance,0.166667
7363,War,0.0833333
7399,Documentary,0.666667
7399,Short,0.333333
7580,Drama,1.0
7580,Romance,1.0
7618,Adventure,0.0357143
7618,Animation,0.0833333
7618,Comedy,0.119048
7618,Crime,0.0119048
7618,Documentary,0.0119048
7618,Drama,0.583333
7618,Family,0.0238095
7618,Fantasy,0.0357143
7618,Mystery,0.0238095
7618,Romance,0.0952381
7618,Short,0.654762
7618,War,0.0238095
7618,Western,0.0119048
7632,Drama,1.0
7661,Documentary,1.0
7661,Short,0.75
7665,Documentary,0.676471
7665,Short,0.970588
7801,Documentary,0.918919
7801,Short,1.0
7855,Comedy,0.25
7855,Crime,0.25
7855,Drama,0.75
7899,Drama,0.5
7899,Short,0.5
7919,Comedy,0.105263
7919,Documentary,0.210526
7919,Drama,0.315789
7919,Family,0.157895
7919,Horror,0.0526316
7919,Mystery,0.105263
7919,Sci-Fi,0.0526316
7919,Short,0.263158
7919,Thriller,0.0526316
7919,War,0.105263
7931,Drama,1.0
7981,Action,0.25
7981,Adventure,0.375
7981,Animation,1.0
7981,Comedy,0.0625
7981,Drama,0.1875
7981,Family,0.75
7981,Fantasy,0.0625
7981,Musical,0.125
7981,Sci-Fi,0.125
7981,Short,0.125
7987,Adventure,0.015873
7987,Comedy,0.555556
7987,Crime,0.031746
7987,Drama,0.31746
7987,Family,0.015873
7987,Fantasy,0.015873
7987,Musical,0.047619
7987,Mystery,0.015873
7987,Romance,0.031746
7987,Sci-Fi,0.015873
7987,Short,0.253968
7987,War,0.015873
7987,Western,0.126984
7994,Comedy,0.272727
7994,Drama,0.772727
7994,Horror,0.0454545
8008,Documentary,1.0
8008,Short,0.5
8123,Action,0.0555556
8123,Adventure,0.111111
8123,Comedy,0.0277778
8123,Crime,0.138889
8123,Documentary,0.0555556
8123,Drama,0.388889
8123,Film-Noir,0.111111
8123,Mystery,0.0555556
8123,War,0.0833333
8123,Western,0.416667
8157,Action,0.0519481
8157,Adventure,0.0779221
8157,Comedy,0.0649351
8157,Drama,0.454545
8157,Fantasy,0.025974
8157,Romance,0.012987
8157,Short,0.948052
8157,Thriller,0.0519481
8157,War,0.025974
8157,Western,0.376623
8198,Comedy,0.333333
8198,Drama,0.333333
8198,Musical,0.333333
8213,Action,0.0526316
8213,Adventure,0.0526316
8213,Comedy,0.526316
8213,Crime,0.157895
8213,Drama,0.157895
8213,Fantasy,0.0526316
8213,Mystery,0.0526316
8213,Romance,0.105263
8213,Thriller,0.105263
8217,Action,0.2
8217,Adventure,0.05
8217,Comedy,0.05
8217,Crime,0.25
8217,Drama,0.65
8217,Mystery,0.05
8217,Sci-Fi,0.05
8217,Thriller,0.4
8217,War,0.05
8224,Documentary,1.0
8224,Short,0.333333
8275,Comedy,0.428571
8275,Documentary,0.142857
8275,Drama,0.428571
8275,Family,0.142857
8275,Mystery,0.142857
8275,Romance,0.142857
8275,Short,0.428571
8303,Documentary,1.0
8303,Short,1.0
8450,Comedy,0.0384615
8450,Documentary,0.538462
8450,Drama,0.230769
8450,Romance,0.0384615
8450,Short,0.653846
8450,Thriller,0.115385
8475,Documentary,1.0
8541,Comedy,0.4
8541,Drama,0.6
8542,Animation,0.0555556
8542,Comedy,0.222222
8542,Drama,0.666667
8542,Family,0.111111
8542,Musical,0.0555556
8542,Short,0.0555556
8559,Action,0.157895
8559,Adventure,0.578947
8559,Comedy,0.157895
8559,Crime,0.210526
8559,Drama,0.157895
8559,Romance,0.157895
8559,Short,0.0526316
8583,Documentary,1.0
8583,Music,1.0
8637,Drama,0.333333
8637,Horror,0.333333
8637,Thriller,0.666667
8700,Action,0.5
8700,Drama,0.5
8700,Short,0.5
8700,Thriller,1.0
8727,Comedy,0.142857
8727,Drama,0.714286
8727,Family,0.642857
8727,Musical,0.285714
8727,Romance,0.357143
8757,Comedy,0.666667
8757,Short,1.0
8765,Comedy,0.5
8765,Short,1.0
8769,Comedy,0.1
8769,Documentary,0.25
8769,Drama,0.2
8769,Family,0.45
8769,Fantasy,0.1
8769,Musical,0.1
8769,Short,0.35
8779,Adventure,0.125
8779,Comedy,0.075
8779,Drama,0.65
8779,Romance,0.075
8779,Short,0.6
8779,Western,0.225
8867,Comedy,1.0
8867,Drama,1.0
9050,Comedy,0.666667
9050,Drama,0.333333
9050,Romance,0.666667
9181,Action,0.0149254
9181,Adventure,0.0447761
9181,Comedy,0.104478
9181,Crime,0.0746269
9181,Drama,0.80597
9181,Film-Noir,0.0149254
9181,Horror,0.0149254
9181,Musical,0.0149254
9181,Mystery,0.0149254
9181,Romance,0.119403
9181,Sci-Fi,0.0149254
9181,Short,0.208955
9181,Thriller,0.0447761
9181,Western,0.0149254
9201,Action,0.0792079
9201,Adventure,0.0594059
9201,Comedy,0.019802
9201,Drama,0.0792079
9201,Romance,0.049505
9201,Short,0.0891089
9201,Western,0.80198
9221,Horror,1.0
9221,Short,1.0
9237,Comedy,1.0
9237,Crime,0.2
9237,Romance,0.4
9314,Documentary,1.0
9544,Comedy,0.5
9544,Drama,1.0
9544,Fantasy,1.0
9544,Music,1.0
9544,Romance,0.5
9586,Action,0.011236
9586,Adventure,0.0561798
9586,Comedy,0.0337079
9586,Crime,0.0224719
9586,Drama,0.539326
9586,Family,0.011236
9586,Fantasy,0.0337079
9586,Horror,0.011236
9586,Mystery,0.0337079
9586,Romance,0.11236
9586,Short,0.393258
9586,Thriller,0.0449438
9586,War,0.0337079
9586,Western,0.011236
9618,Action,0.0425532
9618,Adventure,0.0851064
9618,Comedy,0.117021
9618,Crime,0.0744681
9618,Documentary,0.0106383
9618,Drama,0.329787
9618,Family,0.0106383
9618,Horror,0.0106383
9618,Musical,0.0212766
9618,Mystery,0.138298
9618,Romance,0.0425532
9618,Short,0.0425532
9618,Thriller,0.0212766
9618,Western,0.468085
9744,Action,0.0555556
9744,Adventure,0.111111
9744,Comedy,0.166667
9744,Crime,0.111111
9744,Drama,0.5
9744,Family,0.111111
9744,Fantasy,0.0555556
9744,Horror,0.111111
9744,Mystery,0.0555556
9744,Sci-Fi,0.111111
9744,Thriller,0.111111
9894,Drama,1.0
9932,Comedy,0.190476
9932,Crime,0.0178571
9932,Drama,0.119048
9932,Family,0.00595238
9932,Horror,0.00595238
9932,Mystery,0.00595238
9932,Romance,0.0297619
9932,Short,0.970238
9958,Comedy,1.0
9958,Drama,0.8
9958,Romance,0.8
9993,Comedy,0.4
9993,Crime,0.2
9993,Drama,0.4
9993,Family,0.2
9993,Romance,0.2
9993,Thriller,0.2
10000,Comedy,0.666667
10000,Drama,0.333333
10092,Action,0.325
10092,Adventure,0.025
10092,Comedy,0.125
10092,Crime,0.05
10092,Drama,0.15
10092,Musical,0.05
10092,Short,0.025
10092,Western,0.375
10113,Comedy,0.5
10113,Horror,0.5
10113,Thriller,0.5
10124,Comedy,0.666667
10124,Crime,0.047619
10124,Drama,0.285714
10124,Musical,0.047619
10124,Mystery,0.047619
10124,Romance,0.238095
10161,Comedy,0.333333
10161,Horror,0.333333
10161,Short,1.0
10249,Animation,1.0
10249,Comedy,0.166667
10249,Family,0.666667
10249,Short,0.166667
10250,Animation,1.0
10250,Comedy,0.166667
10250,Family,0.666667
10250,Short,0.166667
10303,Documentary,0.5
10303,Family,0.5
10303,Short,0.5
10325,Action,1.0
10325,Crime,1.0
10325,Drama,1.0
10355,Sci-Fi,1.0
10360,Comedy,1.0
10360,Musical,0.5
10360,Short,1.0
10382,Drama,0.5
10382,Musical,0.5
10382,Romance,0.5
10382,Short,1.0
10494,Comedy,0.115385
10494,Crime,0.346154
10494,Documentary,0.0384615
10494,Drama,0.653846
10494,Fantasy,0.0384615
10494,Mystery,0.0384615
10494,Romance,0.115385
10494,Short,0.346154
10494,Thriller,0.0384615
10494,War,0.0384615
10527,Comedy,0.0980392
10527,Crime,0.0196078
10527,Drama,0.745098
10527,Family,0.0392157
10527,Fantasy,0.0196078
10527,Romance,0.0784314
10527,Short,0.568627
10527,Thriller,0.0588235
10527,War,0.176471
10527,Western,0.0784314
10550,Documentary,1.0
10550,Drama,0.333333
10550,Short,0.333333
10594,Drama,1.0
10594,Sci-Fi,0.142857
10594,War,0.285714
10660,Crime,0.333333
10660,Drama,0.333333
10660,Romance,0.333333
10660,Thriller,0.333333
10684,Drama,0.5
10684,Short,0.5
10776,Animation,0.0714286
10776,Comedy,0.0714286
10776,Crime,0.0714286
10776,Documentary,0.214286
10776,Drama,0.642857
10776,Family,0.0714286
10776,Romance,0.0714286
10776,Short,0.285714
10818,Drama,1.0
10846,Action,0.5
10846,Adventure,0.5
10846,Drama,1.0
10846,Thriller,0.5
10846,Western,0.5
10863,Action,0.0625
10863,Adventure,0.0625
10863,Comedy,0.125
10863,Drama,0.5625
10863,Short,0.0625
10863,Thriller,0.1875
10863,War,0.0625
10880,Adventure,0.0344828
10880,Comedy,0.103448
10880,Crime,0.0344828
10880,Documentary,0.137931
10880,Drama,0.413793
10880,Family,0.137931
10880,Fantasy,0.0689655
10880,Music,0.896552
10880,Musical,0.0689655
10880,Romance,0.137931
10880,War,0.0344828
11011,Action,0.166667
11011,Adventure,0.0666667
11011,Comedy,0.3
11011,Crime,0.233333
11011,Drama,0.566667
11011,Family,0.166667
11011,Fantasy,0.0333333
11011,Mystery,0.1
11011,Romance,0.0333333
11011,Sci-Fi,0.133333
11011,Thriller,0.166667
11011,Western,0.0666667
11017,Drama,1.0
11041,Comedy,0.363636
11041,Drama,0.181818
11041,Horror,0.636364
11041,Romance,0.181818
11041,Sci-Fi,0.0909091
11041,Short,0.545455
11047,Comedy,1.0
11047,Drama,1.0
11070,Adventure,0.09375
11070,Comedy,0.28125
11070,Crime,0.03125
11070,Documentary,0.03125
11070,Drama,0.90625
11070,Fantasy,0.125
11070,Mystery,0.0625
11070,Romance,0.0625
11070,Short,0.09375
11250,Action,0.0217391
11250,Adventure,0.0869565
11250,Comedy,0.217391
11250,Crime,0.0724638
11250,Documentary,0.0144928
11250,Drama,0.586957
11250,Horror,0.0144928
11250,Musical,0.00724638
11250,Mystery,0.0869565
11250,Romance,0.101449
11250,Short,0.0942029
11250,Thriller,0.0144928
11250,War,0.0144928
11250,Western,0.101449
11281,Comedy,1.0
