id,first_name,last_name,gender
4212,Olavi,Ahonen,M
4261,Pena,Ahtonen,M
4297,Claude,Aichele,M
4382,Robert,Aiken,M
4400,Alvin,Ailey,M
4421,Raymond,Aimos,M
4464,Sidney,Ainsworth,M
4465,Stewart,Ainsworth,M
4548,Spottiswoode,Aitken,M
4553,Michael,Aitkin,M
4591,Fabien,Ajavon,M
4610,Denis,Ajeti,M
4613,Abdellah,Ajil,M
4637,Shoichiro,Akaboshi,M
4654,Takayuki,Akaike,M
4671,Tarik,Akan,M
4758,William,Akey,M
4782,Ruslan,Akhmetov,M
4820,David,Akin,M
4824,Philip,Akin,M
4846,Claude,Akins,M
4882,Moustapha,Akkad,M
4893,Nageshwara Rao,Akkineni,M
4912,Erich,Akman,M
4941,Ashot,Akopyan,M
4960,Bakhram,Akramov,M
5007,Voldemar,Akuraters,M
5138,Wojciech,Alaborski,M
5142,Carl,Alacchi,M
5178,Steve (I),Alaimo,M
5375,Zeki,Alasya,M
5434,Jaime,Alba,M
5529,Ardenia,Albarida,M
5530,Damon,Albarn,M
5531,Juan Maria,Albarracin,M
5538,Gerardo,Albarrán,M
5587,Luis,Alberni,M
5599,Hans,Albers,M
5626,Eddie,Albert,M
5627,Edward (I),Albert,M
5661,Larry,Albert,M
5670,Otis Walter,Albert,M
5774,Frank (I),Albertson,M
5791,José,Albiach,M
5876,Dan,Albright,M
5890,Wally,Albright,M
5914,José,Alburquerque,M
5925,Chris,Alcaide,M
5968,Eduardo,Alcaraz,M
6058,Jamie (I),Alcroft,M
6068,Pedro,Alcántara,M
6069,Rafael,Alcántara,M
6096,Robert,Alda,M
6131,David,Aldar,M
6136,Caloy,Alde,M
6206,Anthony,Aldermann,M
6213,Erville,Alderson,M
6263,Frank,Aldrich,M
6265,Henry (II),Aldrich,M
6341,Leopoldo,Alegret,M
6367,Mac,Alejandro,M
6379,Henri,Alekan,M
6402,Georgi,Aleksandrov,M
6416,Rodion,Aleksandrov,M
6448,Mikhail (II),Alekseyev,M
6478,Yordan,Aleksiev,M
6513,Julio,Alemán,M
6528,Alexandre,Alencastro,M
6534,Aki,Aleong,M
6553,Frank,Alesia,M
6598,Everett,Alex,M
6619,Alex (IV),Alexander,M
6630,Ben (I),Alexander,M
6649,Chaim,Alexander,M
6672,David (IV),Alexander,M
6679,David James,Alexander,M
6706,Ernie (I),Alexander,M
6711,Flex,Alexander,M
6712,Frank (I),Alexander,M
6762,Jason (I),Alexander,M
6772,John (I),Alexander,M
6809,Louis (I),Alexander,M
6828,Michael (VI),Alexander,M
6836,Monty,Alexander,M
6870,Richard (I),Alexander,M
6900,Sasho,Alexander,M
6936,Victor (IV),Alexander,M
6969,Manuel,Alexandre,M
6997,Roma,Alexandrovitch,M
7025,Nikos,Alexiou,M
7029,Andrés,Alexis,M
7112,Joe,Alfonsie,M
7114,Antonio,Alfonso,M
7141,José Luis,Alfonzo,M
7170,Mark,Alfred,M
7215,Henrik,Algestam,M
7218,Francisco,Algora,M
7290,Hasani,Ali,M
7322,Muhammad,Ali,M
7355,Tarik,Ali,M
7399,Gadji,Alibo,M
7422,Slobodan,Aligrudic,M
7558,Mark,Alkofer,M
7779,Alfred,Allen,M
7811,Byron,Allen,M
7855,Colin (I),Allen,M
7902,Donald V.,Allen,M
7918,Edgar,Allen,M
7930,Ethan (II),Allen,M
7966,Harry (I),Allen,M
8041,Keith (I),Allen,M
8152,Rex,Allen,M
8164,Richard R.,Allen,M
8251,Tim (I),Allen,M
8274,Victor,Allen,M
8282,Weldon,Allen,M
8359,Tony,Alleyne,M
8365,Billy Joe,Allgood,M
8410,Bart,Allison,M
8450,Claud,Allister,M
8568,Fernando,Almada,M
8579,Mário,Almada,M
8599,James,Almanzar,M
8617,Randy,Almazon,M
8714,Luigi,Almirante,M
8721,Charlie,Almlöf,M
8725,Agustín,Almodóvar,M
8728,Pedro,Almodóvar,M
8750,Antonio,Almorós,M
8757,Gunnar,Almqvist,M
8768,Sándor,Almási,M
8844,Emilio (II),Alonso,M
8862,José (I),Alonso,M
8895,Rafael,Alonso,M
8896,Ramiro,Alonso,M
8963,Murray,Alper,M
9132,Tullio,Altamura,M
9229,Nuri,Altinok,M
9246,Bruce,Altman,M
9259,John (II),Altman,M
9310,Martín,Altomaro,M
9394,Horácio,Alvarado Ortíz,M
9431,Max,Alvarado,M
9443,Daniel,Alvaredo,M
9493,Henry,Alvarez,M
9505,José (I),Alvarez,M
9538,Roy,Alvarez,M
9552,Dan,Alvaro,M
9574,Phillip,Alver,M
9617,Elk,Alves,M
9623,Geraldo,Alves,M
9624,Gilberto,Alves,M
9643,Luiz,Alves,M
9708,Marcus,Alvisi,M
9732,Osman,Alyanak,M
9793,Adrian,Amadeus,M
9827,Rafael,Amador,M
9935,Henrique,Amaral,M
10046,Nicolas,Amato,M
10066,Bin,Amatsu,M
10121,Douglas,Ambert,M
10136,Joss,Ambler,M
10200,Philippe,Ambrosini,M
10241,Rafi,Ameer,M
10342,Gerald,Ames,M
10351,Leon,Ames,M
10368,John,Amess,M
10371,Alfredo,Amestoy,M
10409,Vincenzo,Amici,M
10437,Wayne,Amiel,M
10443,Juan,Amigo,M
10456,Amule,Amin,M
10522,George,Amis,M
10569,Tom,Ammiano,M
10634,Tony,Amoni,M
10674,Murilo,Amorim Correia,M
10730,Michael,Amos,M
10740,Fasitua,Amosa,M
10760,John,Amplas,M
10775,Sadashiv,Amrapurkar,M
10776,Markus,Amrein,M
10846,Valdir,Amâncio,M
10877,Gregory,Anaguritsi,M
10894,Dev,Anand,M
10902,Mahesh,Anand,M
10912,Tinnu,Anand,M
11035,Leo,Anchóriz,M
11047,Jorge,Ancira,M
11063,David,Andar,M
11066,Michael,Ande,M
11127,Kaleo,Anders,M
11140,Rudolph,Anders,M
11160,Asbjørn,Andersen,M
11227,John (III),Andersen,M
11307,Tobias,Andersen,M
11316,Wies,Andersen,M
11323,Haskell V.,Anderson III,M
11349,Andy (II),Anderson,M
11350,Andy (IX),Anderson,M
11408,C.E.,Anderson,M
11488,Devon,Anderson,M
11501,Eddie 'Rochester',Anderson,M
11548,George (VI),Anderson,M
11555,Gilbert M. 'Broncho Billy',Anderson,M
11576,Harry (II),Anderson,M
11599,James (I),Anderson,M
11633,John (I),Anderson,M
11692,Larry (I),Anderson,M
11718,Marc (II),Anderson,M
11733,Matt (II),Anderson,M
11836,Robert (V),Anderson,M
11854,Russ (I),Anderson,M
11865,Scott G.,Anderson,M
11881,Stanley,Anderson,M
11947,Warner,Anderson,M
11948,Wayne (I),Anderson,M
11953,William (I),Anderson,M
12151,N.,Andjaparidze,M
12159,Milos,Andjic,M
12181,Ivan,Andonov,M
12238,José (I),Andrade,M
12246,Manuel (I),Andrade,M
12258,Silas,Andrade,M
12328,Elias,Andreato,M
12350,Damir,Andrei,M
12356,Paul,Andrei,M
12358,Valerio,Andrei,M
12415,Herb,Andress,M
12476,Anthony (I),Andrews,M
12488,Brian (I),Andrews,M
12507,Dana,Andrews,M
12600,Naveen,Andrews,M
12631,Réal,Andrews,M
12638,Stanley (I),Andrews,M
12668,Boris (I),Andreyev,M
12695,Miodrag,Andric,M
12810,Leonard,Andrzejewski,M
12825,Bert,André,M
12902,Valeriano,Andrés,M
12916,Kazushi,Andô,M
12929,Antonio,Anelli,M
12976,Bernardino,Angel,M
12995,Kelan,Angel,M
12996,Ken,Angel,M
13055,Nando,Angelini,M
13066,Paul,Angelis,M
13149,Iván (I),Angelusz,M
13210,Salvador,Anglada,M
13214,Jean-Hugues,Anglade,M
13223,Kurt,Angle,M
13276,Álex,Angulo,M
13285,Jonathan,Angus,M
13328,Serafim,Anikeyev,M
13353,Konstantin,Anisimov,M
13406,Salil,Ankola,M
13416,Morris,Ankrum,M
13427,Noureddine,Annabi,M
13517,Matt,Anoai,M
13525,Oleg,Anofriyev,M
13535,Miguel,Anorve,M
13556,Gianni,Ansaldi,M
13562,Alan,Ansara,M
13631,Eitan,Anshel,M
13653,Joachim,Ansorge,M
13660,Edgar,Anstey,M
13689,Jerzy,Antczak,M
13776,Gil,Anthony,M
13793,Jason,Anthony,M
13811,Joseph (IV),Anthony,M
13857,Parry,Anthony,M
13872,Ray (I),Anthony,M
13901,Tom (IV),Anthony,M
13969,Benz,Antoine,M
13970,Daniel,Antoine,M
13986,Davor (I),Antolic,M
14002,Ferdinand,Anton,M
14005,George,Anton,M
14021,Anthony,Antonacci,M
14033,Ennio,Antonelli,M
14066,Dusan,Antonijevic,M
14087,Larry,Antonino,M
14103,Jim,Antonio,M
14114,Lou,Antonio,M
14147,Angelos,Antonopoulos,M
14224,Harry,Antrim,M
14293,Marco (II),Antônio,M
14363,Perry,Anzilotti,M
14412,Takeshi,Aono,M
14443,Sugisaku,Aoyama,M
14461,Mike,Apaletegui,M
14474,Raúl,Aparici,M
14519,Andreas,Apergis,M
14531,Oscar,Apfel,M
14564,Sebastian,Apodaca,M
14584,Marc,Apollonio,M
14693,Antonio,Appierto,M
14741,Royce D.,Applegate,M
14828,Sergei,Apushkin,M
14841,Ernie,Aquila,M
14859,Christophe,Aquillon,M
14886,Marcos,Aquirre,M
14888,Jean,Aquistapace,M
14941,Ángel,Aragon,M
14957,Renato,Aragão,M
14969,Luis,Aragón,M
14978,Hirofumi,Arai,M
15016,YosiYosi,Arakawa,M
15018,Boris,Arakelov,M
15060,Hugo,Arana,M
15091,Ángel,Aranda,M
15096,Stole,Arandjelovic,M
15184,Ali-Agber,Arat,M
15224,Manuel F.,Araujo,M
15239,Manuel,Aravena,M
15271,Carlos (II),Araújo,M
15284,José,Araújo,M
15303,Reshat,Arbana,M
15364,Rune,Arbro,M
15367,Andrew (I),Arbuckle,M
15372,Roscoe 'Fatty',Arbuckle,M
15379,Mark,Arbuthnot,M
15383,Manuel,Arbó,M
15397,I. Galip,Arcan,M
15402,Gabriel,Arcand,M
15500,Harry,Archer,M
15510,John (I),Archer,M
15528,Richard (II),Archer,M
15588,John,Arcilla,M
15610,Athayde,Arcoverde,M
15619,Norberto,Arcusín,M
15641,Franklyn,Ardell,M
15682,Chuck,Ardezzone,M
15703,George,Ardisson,M
15708,Pierre,Arditi,M
15713,Jake,Arditti,M
15736,Henry,Ardsley,M
15795,Ivan,Arelle Aguirre,M
15816,Rodolfo,Arena,M
15863,Ekkehard,Arendt,M
15890,Eddi,Arent,M
15894,Jens,Arentzen,M
15938,Robert (I),Arevalo,M
15944,Wayne,Arey,M
16011,Victor,Argo,M
16086,Christian,Arhoff,M
16115,Enrique (II),Arias,M
16124,Imanol,Arias,M
16157,Orhon M.,Ariburnu,M
16231,Don,Arioli,M
16244,Ben,Aris,M
16320,Nizamettin,Ariç,M
16321,Bruno,Arié,M
16350,V.,Arkasov,M
16364,Alan,Arkin,M
16370,Cüneyt,Arkin,M
16395,Alfred,Arlais,M
16412,Richard,Arlen,M
16434,George,Arliss,M
16488,Michael (II),Armani,M
16553,Pedro,Armendáriz,M
16587,Henry,Armetta,M
16614,George,Armitage,M
16650,Keith (I),Armour,M
16669,Alun,Armstrong,M
16754,Joe (II),Armstrong,M
16774,Louis (I),Armstrong,M
16838,Vaughn,Armstrong,M
16853,Sidney,Armus,M
16868,Laurent,Arnal,M
16880,Arne,Arnardo,M
16936,Peter Uwe,Arndt,M
16944,Peter,Arne,M
17000,Gus,Arnheim,M
17007,Harry,Arnie,M
17013,Jacques,Arnna,M
17032,Billy (I),Arnold,M
17151,Monroe (I),Arnold,M
17174,Stacy (II),Arnold,M
17195,Victor (I),Arnold,M
17201,William (I),Arnold,M
17257,Charles,Arnt,M
17299,Bill,Aron,M
17433,Alexis,Arquette,M
17446,Alex,Arquin,M
17481,David,Arrayet,M
17507,Antonio,Arrel,M
17614,Marcelo,Arroita-Jáuregui,M
17680,Genésio,Arruda,M
17864,John (III),Arthur,M
17865,Johnny,Arthur,M
17944,Michael,Artura,M
17948,Ashley,Artus,M
17991,Artur,Arutyunyan,M
18010,Manuel,Arvide,M
18076,Aleksandr,Arzhilovsky,M
18090,Mkrtich,Arzumanyan,M
18114,Mental,As Anything,M
18184,Pat,Asanti,M
18185,Haruo,Asanu,M
18199,Aram,Asatryan,M
18268,Andy,Ascione,M
18301,J.M.,Asensio,M
18319,Arty,Ash,M
18347,Sam,Ash,M
18426,Warren,Ashe,M
18517,Arthur,Ashley,M
18529,Edward,Ashley,M
18532,Gene,Ashley,M
18588,Shawn,Ashmore,M
18610,David,Ashton,M
18622,John (I),Ashton,M
18644,Warwick,Ashton,M
18669,Brett,Ashy,M
18679,Joel,Asikainen,M
18703,Avraham,Asiyo,M
18704,Dick,Ask,M
18736,Luke,Askew,M
18781,Grégoire,Aslan,M
18821,Elmo,Asmussen,M
18876,Toby,Aspin,M
18910,Ramchana,Asrami,M
18919,René,Assa,M
18966,Armand,Asselin,M
19059,Fred,Astaire,M
19104,Sean,Astin,M
19147,Roland,Astor,M
19186,Leandro,Astudillo,M
19324,Hooper,Atchley,M
19350,Roscoe,Ates,M
19408,William,Atherton,M
19457,Féodor,Atkine,M
19506,Peter,Atkins,M
19542,Fort,Atkinson,M
19543,Frank (I),Atkinson,M
19573,Ray,Atkinson,M
19598,Phil,Atlakson,M
19607,Jack,Atlantis,M
19608,Vladimir,Atlantov,M
19632,Kai,Ato,M
19713,Richard,Attenborough,M
19717,Pierre,Atterand,M
19720,Malcolm,Atterbury,M
19723,Edward,Atterton,M
19804,Lionel,Atwill,M
19873,Rene,Auberjonois,M
19939,Jimmy,Aubrey,M
19989,Leonard,Auclair,M
19990,Michel,Auclair,M
19993,Brendan,Aucoin,M
20109,Norbert,Auerbach,M
20137,Patrick N.,Augare,M
20162,Albert,Augier,M
20197,Karel (I),Augusta,M
20209,Dieter,Augustin,M
20268,Sherman,Augustus,M
20287,David,Auker,M
20290,Daniel,Aukin,M
20323,Matti,Aulos,M
20342,Jean-Pierre,Aumont,M
20375,Marco,Aureli,M
20444,Peter,Aust,M
20474,Alan (II),Austin,M
20497,Dallas,Austin,M
20519,Frank,Austin,M
20555,Kenneth,Austin,M
20568,Matt (I),Austin,M
20579,Paul (II),Austin,M
20604,Steve (IV),Austin,M
20619,Shaun,Austin-Olsen,M
20624,Claude,Autant-Lara,M
20661,Alan,Autry,M
20666,Gene (I),Autry,M
20688,Maurice,Auzel,M
20748,Walter,Avancini,M
20765,István,Avar,M
20795,Viktor,Avdyushko,M
20862,Hy,Averback,M
20908,Charles (I),Avery,M
20944,Avet,Avetisyan,M
21038,Shai,Avivi,M
21063,Richard,Avonde,M
21073,Cristea,Avram,M
21174,Henry,Axelrod,M
21265,Omar,Ayala,M
21289,Ramia,Ayari,M
21313,Jim,Aycock,M
21362,Billy,Ayers,M
21374,Jeff,Ayers,M
21391,Tom,Ayers,M
21412,Dan,Aykroyd,M
21420,Arthur,Aylesworth,M
21431,David,Aylmer,M
21432,Felix,Aylmer,M
21436,Derek,Aylward,M
21474,Necdet Mahfi,Ayral,M
21483,Bryan,Ayres,M
21492,Jerry,Ayres,M
21500,Robert (I),Ayres,M
21592,Paul,Azaïs,M
21634,Alessandro,Azevedo,M
21700,Kastriot,Azizaj,M
21719,Nadir,Azmamedov,M
21738,Charles,Aznavour,M
21862,Bjarni,Aðalsteinsson,M
21921,Thommi,Baake,M
21932,Wilgo,Baarn,M
21996,Obba,Babatundé,M
22030,Raj,Babbar,M
22187,Chris,Babson,M
22196,Jagapathi,Babu,M
22203,Mukund,Babu,M
22262,Mike,Bacarella,M
22305,Nino,Bacella,M
22344,Sebastian (I),Bach,M
22365,Abhishek,Bachchan,M
22376,Peter,Bachelier,M
22561,George (I),Backus,M
22564,Jim,Backus,M
22582,Edmund,Bacon,M
22585,Irving,Bacon,M
22586,James,Bacon,M
22592,Lloyd,Bacon,M
22603,Richard (I),Bacon,M
22622,Dwight,Bacquie,M
22625,André,Bacqué,M
22670,Nicola,Badalucco,M
22746,Giancarlo,Badessi,M
22783,Víctor,Badillo,M
22784,André,Badin,M
22821,Paul,Badome,M
22875,Su-cheon,Bae,M
22896,Han-gi,Baek,M
22899,Il-seob,Baek,M
22916,Max,Baer Jr.,M
22920,Bogdan,Baer,M
22931,John (I),Baer,M
22937,Parley,Baer,M
22995,Omar Alexander,Baez,M
23047,Raymond,Bagatsing,M
23066,Tarak,Bagchi,M
23130,King (I),Baggot,M
23153,Aristide,Baghetti,M
23175,Ross (I),Bagley,M
23178,Scott,Bagley,M
23219,Silvio,Bagolini,M
23223,Jean-Pierre,Bagot,M
23261,Assad,Bahador,M
23378,Shawn,Baichoo,M
23395,Ed,Baierlein,M
23482,Don (I),Bailey,M
23488,Eion,Bailey,M
23498,G.W.,Bailey,M
23519,Jeff (I),Bailey,M
23536,John (XI),Bailey,M
23546,Keegan,Bailey,M
23566,Mark Chandler,Bailey,M
23598,Robin,Bailey,M
23604,Scott (II),Bailey,M
23610,Sherwood,Bailey,M
23632,William (I),Bailey,M
23685,Lionel (II),Bailly,M
23774,Jimmy,Baio,M
23793,Vonn Scott,Bair,M
23798,Anthony,Baird,M
23817,Harry,Baird,M
23903,Rados,Bajic,M
23928,Michal,Bajor,M
23973,Helmut,Bakaitis,M
24053,Art,Baker,M
24060,Benny,Baker,M
24075,Brad (III),Baker,M
24088,Bubba,Baker,M
24175,Frank (I),Baker,M
24195,George (V),Baker,M
24236,James (IV),Baker,M
24267,John (IV),Baker,M
24298,Kenny (I),Baker,M
24389,Rick (I),Baker,M
24426,Stanley,Baker,M
24445,Tom (I),Baker,M
24446,Tom (II),Baker,M
24448,Tom (X),Baker,M
24476,William,Bakewell,M
24483,Georgi,Bakhchevanov,M
24598,Imre,Baksa,M
24608,Ralph,Bakshi,M
24634,John,Bal,M
24641,Santiago,Bal,M
24654,Bob,Balaban,M
24784,Rasim,Balayev,M
24982,Franco,Balducci,M
24992,Dick,Balduzzi,M
25019,Dannie,Baldwin,M
25034,Fred (I),Baldwin,M
25088,Walter,Baldwin,M
25090,William,Baldwin,M
25107,Rafael (I),Baledón,M
25126,Robert,Bales,M
25164,Eric,Balfour,M
25166,Michael,Balfour,M
25174,Bob,Balhatchet,M
25194,István,Balika,M
25314,Michael (I),Ball,M
25332,Vincent (I),Ball,M
25366,Dario,Ballantini,M
25390,Elmer,Ballard,M
25491,Roberto,Ballesteros,M
25510,Günther,Ballier,M
25529,Socrates,Ballis,M
25531,Dieter,Ballmann,M
25539,Sergio,Ballo,M
25632,Vladimir,Balon,M
25644,Antoine,Balpêtré,M
25697,Ángel María,Baltanás,M
25699,Claudio,Baltar,M
25716,Sam,Balter,M
25810,Lajos,Balázsovits,M
25825,Jamie,Bamber,M
25848,George,Bamby,M
25853,Ernst,Bamert,M
25869,Gerry,Bamman,M
25938,Christer,Banck,M
26023,Antonio,Banderas,M
26114,Holly,Bane,M
26143,Victor,Banerjee,M
26152,Lino,Banfi,M
26188,Kjetil,Bang-Hansen,M
26212,Kevin,Bangos,M
26222,Advent,Bangun,M
26241,Stefan,Banica,M
26252,Donatas,Banionis,M
26276,Nis,Bank-Mikkelsen,M
26298,Robert,Banks Stewart,M
26299,Aaron,Banks,M
26303,Barry,Banks,M
26328,Ernie,Banks,M
26348,John (I),Banks,M
26349,Jonathan,Banks,M
26353,Leslie,Banks,M
26465,Ilya,Bannik,M
26501,Jim (I),Bannon,M
26634,Sam,Baptista,M
26635,Álvaro,Baptista,M
26657,Maurice,Baquet,M
26704,Sergei,Barabanshchikov,M
26715,Botond,Barabás,M
26734,Hüseyin,Baradan,M
26760,Frank,Barajas,M
26780,Gábor,Baraker,M
26935,Paolo,Barbacini,M
26954,Ron,Barbanell,M
26998,Marek,Barbasiewicz,M
27045,Bobby,Barber,M
27059,Don,Barber,M
27144,Luis,Barbero,M
27163,Michel,Barbey,M
27176,Christian (I),Barbier,M
27182,George,Barbier,M
27247,Luis,Barboo,M
27313,Bruce Paul,Barbour,M
27372,Jaime,Barcellos,M
27373,Joel,Barcellos,M
27412,Artur,Barcis,M
27428,Don,Barclay,M
27441,Jerry,Barclay,M
27472,Roy,Barcroft,M
27520,Carlos,Bardem,M
27522,Javier,Bardem,M
27528,Rafael,Bardem,M
27540,Trevor,Bardette,M
27546,Ted,Bardi,M
27574,Grant,Bardsley,M
27592,Goran,Bare,M
27596,Ramón,Barea,M
27681,Paul (I),Barge,M
27803,Motti,Barkan,M
27837,Bradley,Barker,M
27843,Clive,Barker,M
27876,Jess,Barker,M
27888,Lex,Barker,M
27997,Peter,Barkworth,M
28039,Andrew (I),Barlow,M
28052,Dominic,Barlow,M
28084,Tom,Barlow,M
28116,Bix,Barnaba,M
28125,Guglielmo,Barnabò,M
28138,Ivor,Barnard,M
28166,Omer,Barnea,M
28176,Robert,Barner,M
28185,Alan (V),Barnes,M
28248,Freeman,Barnes,M
28289,Justus D.,Barnes,M
28297,Lorraine,Barnes,M
28299,Mac,Barnes,M
28321,Paul (VI),Barnes,M
28330,Rayford,Barnes,M
28361,T. Roy (I),Barnes,M
28375,Walter,Barnes,M
28382,Charlie,Barnet,M
28398,Chester,Barnett,M
28461,Vince,Barnett,M
28561,Louis,Baron fils,M
28573,Dick,Baron,M
28612,Paul (IV),Baron,M
28644,Paolo,Baroncelli,M
28722,Diego,Barquinero,M
28757,Leonard (I),Barr,M
28774,Tim (I),Barr,M
28878,Gérard,Barray,M
28913,Expedito,Barreira,M
28964,René,Barrera,M
29040,Bob (I),Barrett,M
29152,Tim (I),Barrett,M
29174,Bernabe Barta,Barri,M
29177,Henry,Barrial,M
29201,Nigel,Barrie,M
29288,Enrique (II),Barrios,M
29385,Robert (I),Barron,M
29482,Geoff,Barrow,M
29505,Henry A.,Barrows,M
29506,James O.,Barrows,M
29513,William,Barrows,M
29587,Greg,Barry,M
29659,Raymond J.,Barry,M
29691,Tony,Barry,M
29707,Lionel,Barrymore,M
29711,William,Barrymore,M
29716,Alfredo Wally,Barrón,M
29838,Paul,Bartel,M
29943,Freddie,Bartholomew,M
29999,Benny,Bartlett,M
30141,Allen,Barton,M
30150,Clay,Barton,M
30202,Larry,Barton,M
30323,Rami,Baruch,M
30491,Rainer,Basedow,M
30530,Tom (I),Basham,M
30540,Ismail,Bashey,M
30572,Alain,Bashung,M
30578,Ilija,Basic,M
30580,Relja,Basic,M
30589,Oleg,Basilashvili,M
30663,Richard (I),Baskin,M
30673,Antoine,Basler,M
30692,Vladimir,Basov,M
30761,William (II),Bass,M
30784,Albert,Bassermann,M
30815,Russell,Bassett,M
30903,Paul,Bastardo,M
30938,Giancarlo,Bastianoni,M
30941,José,Bastida,M
30953,Laurent,Bastide,M
30968,Charles,Bastin,M
30981,John,Baston,M
31043,Roberto (I),Bataglin,M
31075,Didier,Batard,M
31106,Jason,Batchko,M
31158,James,Bates Jr.,M
31159,Alan,Bates,M
31197,Granville,Bates,M
31226,Les,Bates,M
31234,Michael (I),Bates,M
31241,Mychael,Bates,M
31264,Tom (I),Bates,M
31329,Dave,Batista,M
31349,Lourival,Batista,M
31450,Matt,Battaglia,M
31457,Richard,Battagna,M
31490,Gerald,Battiaz,M
31684,Arthur (II),Bauer,M
31699,Chris (I),Bauer,M
31776,Sacha,Bauer,M
31821,Joseph,Baugniet,M
31843,Ricardo,Bauleo,M
31855,Bruce,Baum,M
32031,Joe,Bausch,M
32059,Brandon,Bautista,M
32365,Geoffrey,Bayldon,M
32392,Matt,Baylis,M
32399,John (I),Bayliss,M
32505,Arkadiusz,Bazak,M
32602,Vicente,Bañó,M
32615,Adam,Beach,M
32628,James,Beach,M
32631,Jim (II),Beach,M
32700,Frank,Beal,M
32743,Stephen,Beals,M
32769,Frank,Beamish,M
32814,Sean,Bean,M
32888,Matthew 'Stymie',Beard,M
32911,James,Bearden,M
32936,Jon,Bearr,M
32945,Barney,Beasley,M
32957,John (I),Beasley,M
32980,Bruce,Beaton,M
32997,Aubrey,Beattie,M
33078,Edmond,Beauchamp,M
33201,Hugh,Beaumont,M
33217,Tom,Beaumont,M
33219,Victor,Beaumont,M
33222,Michel,Beaune,M
33255,Jacques,Beauvais,M
33398,Philip,Bech,M
33437,William,Bechtel,M
33458,Billy,Beck,M
33486,Gad,Beck,M
33500,Jackson,Beck,M
33596,Albrecht,Becker,M
33599,Ben,Becker,M
33625,Gerry,Becker,M
33705,Phil,Becker,M
33811,Bobby,Beckles,M
33818,Tony,Beckley,M
33819,Vaughan,Beckley,M
33912,Don,Beddoe,M
34001,Daniel,Bedingfield,M
34014,Stefan,Bednarczyk,M
34049,Guy,Bedos,M
34055,Alfonso,Bedoya,M
34065,Vlastimil,Bedrna,M
34156,David,Beecroft,M
34259,Noah,Beery Jr.,M
34367,Menachem,Begin,M
34375,Ed (I),Begley,M
34392,Faruk,Begolli,M
34463,Rudy,Behlmer,M
34525,Klaus J.,Behrendt,M
