disp_id,client_id,account_id,type
1232,1232,1026,DISPONENT
1244,1244,1037,OWNER
1250,1250,1042,OWNER
1253,1253,1044,OWNER
1256,1256,1047,OWNER
1259,1259,1049,OWNER
1262,1262,1051,OWNER
1263,1263,1051,DISPONENT
1266,1266,1054,OWNER
1271,1271,1058,OWNER
1278,1278,1065,OWNER
1279,1279,1066,OWNER
1282,1282,1068,OWNER
1285,1285,1070,OWNER
1287,1287,1072,OWNER
1288,1288,1073,OWNER
1290,1290,1075,OWNER
1292,1292,1077,OWNER
1296,1296,1080,OWNER
1299,1299,1082,OWNER
1305,1305,1087,OWNER
1308,1308,1090,OWNER
1309,1309,1091,OWNER
1311,1311,1093,OWNER
1315,1315,1096,OWNER
1322,1322,1101,OWNER
1323,1323,1102,OWNER
1326,1326,1105,OWNER
1327,1327,1106,OWNER
1328,1328,1107,OWNER
1332,1332,1111,OWNER
1335,1335,1114,OWNER
1336,1336,1114,DISPONENT
1341,1341,1118,OWNER
1346,1346,1122,OWNER
1349,1349,1124,OWNER
1350,1350,1125,OWNER
1351,1351,1125,DISPONENT
1352,1352,1126,OWNER
1366,1366,1136,OWNER
1371,1371,1140,OWNER
1373,1373,1142,OWNER
1380,1380,1147,OWNER
1383,1383,1150,OWNER
1390,1390,1156,OWNER
1391,1391,1157,OWNER
1392,1392,1158,OWNER
1393,1393,1158,DISPONENT
1396,1396,1160,OWNER
1401,1401,1164,OWNER
1404,1404,1166,OWNER
1409,1409,1170,OWNER
1410,1410,1171,OWNER
1411,1411,1171,DISPONENT
1412,1412,1172,OWNER
1413,1413,1173,OWNER
1414,1414,1174,OWNER
1417,1417,1177,OWNER
1422,1422,1181,OWNER
1423,1423,1181,DISPONENT
1427,1427,1184,OWNER
1430,1430,1186,OWNER
1431,1431,1187,OWNER
1432,1432,1188,OWNER
1445,1445,1197,OWNER
1452,1452,1203,OWNER
1456,1456,1206,OWNER
1457,1457,1206,DISPONENT
1460,1460,1209,OWNER
1469,1469,1217,OWNER
1470,1470,1218,OWNER
1471,1471,1218,DISPONENT
1472,1472,1219,OWNER
1474,1474,1221,OWNER
1475,1475,1222,OWNER
1476,1476,1223,OWNER
1478,1478,1225,OWNER
1485,1485,1231,OWNER
1486,1486,1231,DISPONENT
1489,1489,1234,OWNER
1490,1490,1235,OWNER
1491,1491,1236,OWNER
1492,1492,1237,OWNER
1495,1495,1239,OWNER
1497,1497,1241,OWNER
1498,1498,1241,DISPONENT
1499,1499,1242,OWNER
1501,1501,1244,OWNER
1505,1505,1247,OWNER
1506,1506,1248,OWNER
1507,1507,1248,DISPONENT
1508,1508,1249,OWNER
1509,1509,1250,OWNER
1512,1512,1253,OWNER
1517,1517,1257,OWNER
1522,1522,1261,OWNER
1527,1527,1265,OWNER
1530,1530,1268,OWNER
1534,1534,1271,OWNER
1536,1536,1273,OWNER
1537,1537,1274,OWNER
1542,1542,1277,OWNER
1543,1543,1277,DISPONENT
1554,1554,1284,OWNER
1555,1555,1285,OWNER
1556,1556,1286,OWNER
1559,1559,1289,OWNER
1563,1563,1292,OWNER
1564,1564,1293,OWNER
1567,1567,1296,OWNER
1568,1568,1296,DISPONENT
1574,1574,1301,OWNER
1575,1575,1302,OWNER
1576,1576,1302,DISPONENT
1577,1577,1303,OWNER
1582,1582,1308,OWNER
1595,1595,1319,OWNER
1597,1597,1321,OWNER
1599,1599,1323,OWNER
1600,1600,1323,DISPONENT
1601,1601,1324,OWNER
1602,1602,1324,DISPONENT
1605,1605,1326,OWNER
1606,1606,1327,OWNER
1608,1608,1329,OWNER
1609,1609,1329,DISPONENT
1610,1610,1330,OWNER
1615,1615,1334,OWNER
1617,1617,1336,OWNER
1619,1619,1338,OWNER
1620,1620,1338,DISPONENT
1629,1629,1345,OWNER
1630,1630,1345,DISPONENT
1633,1633,1348,OWNER
1634,1634,1348,DISPONENT
1642,1642,1355,OWNER
1643,1643,1356,OWNER
1646,1646,1359,OWNER
1647,1647,1360,OWNER
1650,1650,1362,OWNER
1654,1654,1366,OWNER
1655,1655,1367,OWNER
1658,1658,1370,OWNER
1666,1666,1377,OWNER
1667,1667,1377,DISPONENT
1671,1671,1381,OWNER
1672,1672,1381,DISPONENT
1674,1674,1383,OWNER
1682,1682,1390,OWNER
1683,1683,1391,OWNER
1684,1684,1391,DISPONENT
1685,1685,1392,OWNER
1693,1693,1399,OWNER
1694,1694,1399,DISPONENT
1700,1700,1404,OWNER
1701,1701,1404,DISPONENT
1707,1707,1408,OWNER
1710,1710,1411,OWNER
1717,1717,1416,OWNER
1718,1718,1417,OWNER
1724,1724,1422,OWNER
1725,1725,1423,OWNER
1726,1726,1423,DISPONENT
1733,1733,1429,OWNER
1741,1741,1434,OWNER
1742,1742,1435,OWNER
1743,1743,1436,OWNER
1748,1748,1440,OWNER
1752,1752,1444,OWNER
1756,1756,1448,OWNER
1757,1757,1448,DISPONENT
1758,1758,1449,OWNER
1761,1761,1452,OWNER
1779,1779,1467,OWNER
1780,1780,1468,OWNER
1781,1781,1469,OWNER
1785,1785,1473,OWNER
1786,1786,1474,OWNER
1787,1787,1474,DISPONENT
1791,1791,1478,OWNER
1795,1795,1482,OWNER
1796,1796,1483,OWNER
1797,1797,1483,DISPONENT
1801,1801,1487,OWNER
1802,1802,1487,DISPONENT
1803,1803,1488,OWNER
1806,1806,1490,OWNER
1811,1811,1494,OWNER
1814,1814,1496,OWNER
1816,1816,1498,OWNER
1820,1820,1501,OWNER
1822,1822,1503,OWNER
1823,1823,1504,OWNER
1825,1825,1506,OWNER
1829,1829,1509,OWNER
1831,1831,1511,OWNER
1833,1833,1513,OWNER
1834,1834,1514,OWNER
1835,1835,1514,DISPONENT
1836,1836,1515,OWNER
1844,1844,1521,OWNER
1845,1845,1521,DISPONENT
1849,1849,1525,OWNER
1852,1852,1528,OWNER
1856,1856,1532,OWNER
1857,1857,1532,DISPONENT
1860,1860,1534,OWNER
1861,1861,1535,OWNER
1867,1867,1540,OWNER
1875,1875,1546,OWNER
1876,1876,1547,OWNER
1884,1884,1553,OWNER
1886,1886,1555,OWNER
1889,1889,1558,OWNER
1890,1890,1559,OWNER
1892,1892,1561,OWNER
1893,1893,1561,DISPONENT
1894,1894,1562,OWNER
1896,1896,1564,OWNER
1898,1898,1566,OWNER
1899,1899,1567,OWNER
1903,1903,1570,OWNER
1904,1904,1571,OWNER
1910,1910,1577,OWNER
1911,1911,1578,OWNER
1914,1914,1581,OWNER
1915,1915,1581,DISPONENT
1916,1916,1582,OWNER
1917,1917,1583,OWNER
1919,1919,1584,OWNER
1920,1920,1585,OWNER
1923,1923,1587,OWNER
1927,1927,1590,OWNER
1928,1928,1590,DISPONENT
1930,1930,1592,OWNER
1931,1931,1593,OWNER
1934,1934,1596,OWNER
1944,1944,1603,OWNER
1956,1956,1613,OWNER
1957,1957,1614,OWNER
1958,1958,1614,DISPONENT
1959,1959,1615,OWNER
1961,1961,1617,OWNER
1964,1964,1620,OWNER
1971,1971,1626,OWNER
1977,1977,1631,OWNER
1978,1978,1632,OWNER
1979,1979,1633,OWNER
1981,1981,1635,OWNER
1988,1988,1640,OWNER
1996,1996,1646,OWNER
1997,1997,1647,OWNER
1998,1998,1648,OWNER
2002,2002,1652,OWNER
2003,2003,1652,DISPONENT
2006,2006,1655,OWNER
2007,2007,1655,DISPONENT
2015,2015,1662,OWNER
2018,2018,1664,OWNER
2022,2022,1667,OWNER
2023,2023,1667,DISPONENT
2027,2027,1670,OWNER
2028,2028,1670,DISPONENT
2031,2031,1673,OWNER
2032,2032,1674,OWNER
2033,2033,1674,DISPONENT
2038,2038,1678,OWNER
2040,2040,1680,OWNER
2043,2043,1683,OWNER
2048,2048,1687,OWNER
2054,2054,1691,OWNER
2057,2057,1694,OWNER
2058,2058,1695,OWNER
2059,2059,1696,OWNER
2060,2060,1696,DISPONENT
2061,2061,1697,OWNER
2062,2062,1697,DISPONENT
2064,2064,1699,OWNER
2065,2065,1700,OWNER
2066,2066,1701,OWNER
2068,2068,1703,OWNER
2070,2070,1705,OWNER
2073,2073,1708,OWNER
2076,2076,1711,OWNER
2077,2077,1712,OWNER
2082,2082,1717,OWNER
2084,2084,1719,OWNER
2085,2085,1719,DISPONENT
2096,2096,1728,OWNER
2097,2097,1729,OWNER
2098,2098,1729,DISPONENT
2102,2102,1732,OWNER
2105,2105,1735,OWNER
2108,2108,1737,OWNER
2113,2113,1742,OWNER
2119,2119,1747,OWNER
2123,2123,1751,OWNER
2124,2124,1752,OWNER
2129,2129,1757,OWNER
2131,2131,1759,OWNER
2132,2132,1759,DISPONENT
2136,2136,1762,OWNER
2147,2147,1771,OWNER
2155,2155,1778,OWNER
2158,2158,1781,OWNER
2161,2161,1784,OWNER
2162,2162,1784,DISPONENT
2163,2163,1785,OWNER
2168,2168,1789,OWNER
2169,2169,1789,DISPONENT
2170,2170,1790,OWNER
2172,2172,1792,OWNER
2185,2185,1804,OWNER
2186,2186,1805,OWNER
2189,2189,1807,OWNER
2190,2190,1808,OWNER
2191,2191,1808,DISPONENT
2194,2194,1810,OWNER
2197,2197,1813,OWNER
2200,2200,1815,OWNER
2201,2201,1816,OWNER
2202,2202,1816,DISPONENT
2203,2203,1817,OWNER
2205,2205,1819,OWNER
2213,2213,1825,OWNER
2214,2214,1826,OWNER
2215,2215,1827,OWNER
2216,2216,1828,OWNER
2217,2217,1828,DISPONENT
2222,2222,1831,OWNER
2223,2223,1832,OWNER
2224,2224,1833,OWNER
2225,2225,1834,OWNER
2227,2227,1836,OWNER
2230,2230,1839,OWNER
2242,2242,1848,OWNER
2243,2243,1848,DISPONENT
2252,2252,1857,OWNER
2253,2253,1857,DISPONENT
2255,2255,1859,OWNER
2256,2256,1860,OWNER
2260,2260,1863,OWNER
2261,2261,1863,DISPONENT
2266,2266,1868,OWNER
2268,2268,1870,OWNER
2269,2269,1871,OWNER
2274,2274,1874,OWNER
2275,2275,1874,DISPONENT
2276,2276,1875,OWNER
2277,2277,1876,OWNER
2279,2279,1878,OWNER
2280,2280,1879,OWNER
2281,2281,1880,OWNER
2297,2297,1893,OWNER
2298,2298,1893,DISPONENT
2302,2302,1896,OWNER
2308,2308,1900,OWNER
2314,2314,1905,OWNER
2315,2315,1905,DISPONENT
2316,2316,1906,OWNER
2321,2321,1911,OWNER
2325,2325,1915,OWNER
2332,2332,1922,OWNER
2333,2333,1922,DISPONENT
2336,2336,1925,OWNER
2337,2337,1925,DISPONENT
2338,2338,1926,OWNER
2339,2339,1926,DISPONENT
2340,2340,1927,OWNER
2341,2341,1927,DISPONENT
2343,2343,1929,OWNER
2348,2348,1933,OWNER
2354,2354,1938,OWNER
2356,2356,1940,OWNER
2357,2357,1940,DISPONENT
2363,2363,1944,OWNER
2375,2375,1954,OWNER
2376,2376,1954,DISPONENT
2377,2377,1955,OWNER
2378,2378,1956,OWNER
2379,2379,1957,OWNER
2382,2382,1959,OWNER
2387,2387,1962,OWNER
2391,2391,1966,OWNER
2392,2392,1967,OWNER
2393,2393,1968,OWNER
2394,2394,1969,OWNER
2396,2396,1971,OWNER
2397,2397,1972,OWNER
2398,2398,1973,OWNER
2406,2406,1980,OWNER
2413,2413,1986,OWNER
2414,2414,1987,OWNER
2415,2415,1987,DISPONENT
2420,2420,1992,OWNER
2421,2421,1992,DISPONENT
2426,2426,1997,OWNER
2427,2427,1997,DISPONENT
2429,2429,1999,OWNER
2430,2430,2000,OWNER
2434,2434,2004,OWNER
2441,2441,2010,OWNER
2442,2442,2010,DISPONENT
2445,2445,2013,OWNER
2450,2450,2017,OWNER
2453,2453,2020,OWNER
2455,2455,2022,OWNER
2456,2456,2022,DISPONENT
2460,2460,2025,OWNER
2468,2468,2033,OWNER
2470,2470,2035,OWNER
2471,2471,2035,DISPONENT
2474,2474,2038,OWNER
2479,2479,2042,OWNER
2487,2487,2049,OWNER
2497,2497,2058,OWNER
2498,2498,2059,OWNER
2500,2500,2061,OWNER
2502,2502,2063,OWNER
2503,2503,2064,OWNER
2508,2508,2069,OWNER
2509,2509,2069,DISPONENT
2510,2510,2070,OWNER
2516,2516,2075,OWNER
2522,2522,2080,OWNER
2523,2523,2080,DISPONENT
2528,2528,2085,OWNER
2531,2531,2088,OWNER
2547,2547,2103,OWNER
2548,2548,2104,OWNER
2554,2554,2110,OWNER
2558,2558,2114,OWNER
2559,2559,2115,OWNER
2561,2561,2117,OWNER
2562,2562,2118,OWNER
2566,2566,2122,OWNER
2571,2571,2125,OWNER
2574,2574,2128,OWNER
2578,2578,2132,OWNER
2582,2582,2135,OWNER
2592,2592,2143,OWNER
2593,2593,2143,DISPONENT
2597,2597,2147,OWNER
2598,2598,2147,DISPONENT
2608,2608,2155,OWNER
2615,2615,2161,OWNER
2621,2621,2165,OWNER
2625,2625,2169,OWNER
2642,2642,2182,OWNER
2643,2643,2183,OWNER
2645,2645,2185,OWNER
2650,2650,2189,OWNER
2651,2651,2189,DISPONENT
2653,2653,2191,OWNER
2654,2654,2192,OWNER
2656,2656,2194,OWNER
2658,2658,2196,OWNER
2659,2659,2197,OWNER
2661,2661,2199,OWNER
2666,2666,2203,OWNER
2669,2669,2205,OWNER
2670,2670,2206,OWNER
2671,2671,2207,OWNER
2673,2673,2209,OWNER
2674,2674,2209,DISPONENT
2676,2676,2211,OWNER
2683,2683,2215,OWNER
2692,2692,2223,OWNER
2694,2694,2225,OWNER
2695,2695,2225,DISPONENT
2703,2703,2231,OWNER
2704,2704,2232,OWNER
2707,2707,2235,OWNER
2717,2717,2244,OWNER
2718,2718,2244,DISPONENT
2733,2733,2258,OWNER
2734,2734,2258,DISPONENT
2736,2736,2260,OWNER
2743,2743,2266,OWNER
2744,2744,2266,DISPONENT
2745,2745,2267,OWNER
2747,2747,2269,OWNER
2748,2748,2269,DISPONENT
2751,2751,2271,OWNER
2758,2758,2278,OWNER
2761,2761,2281,OWNER
2771,2771,2290,OWNER
2772,2772,2290,DISPONENT
2776,2776,2293,OWNER
2777,2777,2294,OWNER
2778,2778,2295,OWNER
2782,2782,2298,OWNER
2783,2783,2299,OWNER
2784,2784,2300,OWNER
2785,2785,2301,OWNER
2786,2786,2302,OWNER
2789,2789,2305,OWNER
2791,2791,2307,OWNER
2797,2797,2311,OWNER
2800,2800,2314,OWNER
2812,2812,2325,OWNER
2813,2813,2326,OWNER
2815,2815,2328,OWNER
2816,2816,2328,DISPONENT
2821,2821,2333,OWNER
2822,2822,2334,OWNER
2827,2827,2339,OWNER
2829,2829,2341,OWNER
2831,2831,2343,OWNER
2832,2832,2344,OWNER
2833,2833,2344,DISPONENT
2834,2834,2345,OWNER
2835,2835,2346,OWNER
2836,2836,2347,OWNER
2837,2837,2347,DISPONENT
2842,2842,2351,OWNER
2845,2845,2354,OWNER
2847,2847,2356,OWNER
2848,2848,2356,DISPONENT
2852,2852,2360,OWNER
2858,2858,2365,OWNER
2862,2862,2369,OWNER
2863,2863,2369,DISPONENT
2865,2865,2371,OWNER
2866,2866,2371,DISPONENT
2868,2868,2373,OWNER
2873,2873,2378,OWNER
2880,2880,2385,OWNER
2883,2883,2388,OWNER
2889,2889,2393,OWNER
2892,2892,2395,OWNER
2897,2897,2400,OWNER
2898,2898,2400,DISPONENT
2902,2902,2404,OWNER
2903,2903,2404,DISPONENT
2906,2906,2406,OWNER
2907,2907,2406,DISPONENT
2913,2913,2411,OWNER
2922,2922,2419,OWNER
2924,2924,2421,OWNER
2925,2925,2421,DISPONENT
2926,2926,2422,OWNER
2927,2927,2422,DISPONENT
2928,2928,2423,OWNER
2929,2929,2424,OWNER
2933,2933,2428,OWNER
2934,2934,2428,DISPONENT
2936,2936,2430,OWNER
2937,2937,2431,OWNER
2940,2940,2434,OWNER
2945,2945,2439,OWNER
2946,2946,2439,DISPONENT
2947,2947,2440,OWNER
2948,2948,2441,OWNER
2949,2949,2442,OWNER
2951,2951,2444,OWNER
2957,2957,2449,OWNER
2968,2968,2458,OWNER
2971,2971,2460,OWNER
2975,2975,2464,OWNER
2978,2978,2467,OWNER
2979,2979,2468,OWNER
2980,2980,2469,OWNER
2981,2981,2470,OWNER
2986,2986,2473,OWNER
2987,2987,2473,DISPONENT
2990,2990,2476,OWNER
2991,2991,2476,DISPONENT
2995,2995,2480,OWNER
2997,2997,2482,OWNER
2999,2999,2484,OWNER
3002,3002,2487,OWNER
3005,3005,2489,OWNER
3006,3006,2490,OWNER
3009,3009,2493,OWNER
3010,3010,2493,DISPONENT
3015,3015,2497,OWNER
3018,3018,2500,OWNER
3019,3019,2501,OWNER
3030,3030,2510,OWNER
3036,3036,2514,OWNER
3038,3038,2516,OWNER
3046,3046,2524,OWNER
3054,3054,2530,OWNER
3055,3055,2531,OWNER
3058,3058,2533,OWNER
3060,3060,2535,OWNER
3061,3061,2535,DISPONENT
3065,3065,2539,OWNER
3066,3066,2540,OWNER
3067,3067,2541,OWNER
3068,3068,2541,DISPONENT
3069,3069,2542,OWNER
3070,3070,2543,OWNER
3074,3074,2546,OWNER
3080,3080,2551,OWNER
3081,3081,2551,DISPONENT
3082,3082,2552,OWNER
3085,3085,2555,OWNER
3086,3086,2555,DISPONENT
3089,3089,2558,OWNER
3093,3093,2562,OWNER
3098,3098,2567,OWNER
3099,3099,2568,OWNER
3103,3103,2572,OWNER
3109,3109,2577,OWNER
3112,3112,2579,OWNER
3119,3119,2584,OWNER
3121,3121,2586,OWNER
3122,3122,2586,DISPONENT
3124,3124,2588,OWNER
3126,3126,2590,OWNER
3127,3127,2591,OWNER
3130,3130,2594,OWNER
3133,3133,2597,OWNER
3136,3136,2600,OWNER
3139,3139,2602,OWNER
3140,3140,2602,DISPONENT
3142,3142,2604,OWNER
3148,3148,2609,OWNER
3149,3149,2609,DISPONENT
3150,3150,2610,OWNER
3152,3152,2612,OWNER
3153,3153,2613,OWNER
3154,3154,2613,DISPONENT
3155,3155,2614,OWNER
3160,3160,2619,OWNER
3161,3161,2620,OWNER
3162,3162,2621,OWNER
3166,3166,2624,OWNER
3170,3170,2627,OWNER
3171,3171,2627,DISPONENT
3172,3172,2628,OWNER
3177,3177,2632,OWNER
3185,3185,2639,OWNER
3188,3188,2642,OWNER
3191,3191,2645,OWNER
3201,3201,2653,OWNER
3202,3202,2654,OWNER
3205,3205,2656,OWNER
3206,3206,2656,DISPONENT
3208,3208,2658,OWNER
3209,3209,2658,DISPONENT
3211,3211,2660,OWNER
3214,3214,2662,OWNER
3222,3222,2668,OWNER
3226,3226,2671,OWNER
3227,3227,2672,OWNER
3234,3234,2679,OWNER
3236,3236,2681,OWNER
3240,3240,2685,OWNER
3248,3248,2692,OWNER
3255,3255,2697,OWNER
3256,3256,2698,OWNER
3258,3258,2700,OWNER
3262,3262,2703,OWNER
3267,3267,2707,OWNER
3268,3268,2708,OWNER
3269,3269,2709,OWNER
3271,3271,2711,OWNER
