paper_id,word_cited_id
1949,word1302
1949,word1382
1949,word1385
1949,word1398
1949,word1432
1949,word203
1949,word399
1949,word49
1949,word5
1949,word561
1949,word611
1949,word729
1949,word759
1949,word850
1949,word90
1949,word912
1949,word94
1952,word1077
1952,word1124
1952,word1126
1952,word1210
1952,word1263
1952,word1264
1952,word1304
1952,word1329
1952,word1398
1952,word1426
1952,word214
1952,word399
1952,word402
1952,word5
1952,word620
1952,word65
1952,word729
1952,word730
1952,word751
1952,word759
1952,word778
1952,word912
1955,word1171
1955,word1264
1955,word1333
1955,word1391
1955,word1398
1955,word192
1955,word434
1955,word543
1955,word641
1955,word722
1955,word764
1955,word861
1955,word94
1955,word986
1955,word996
1959,word1180
1959,word1204
1959,word1230
1959,word1258
1959,word1263
1959,word1264
1959,word1302
1959,word1387
1959,word1398
1959,word1432
1959,word187
1959,word3
1959,word434
1959,word5
1959,word676
1959,word687
1959,word778
1959,word850
1959,word891
1997,word1012
1997,word1160
1997,word1178
1997,word1231
1997,word1258
1997,word1306
1997,word136
1997,word163
1997,word399
1997,word53
1997,word541
1997,word723
1997,word730
1997,word780
1997,word81
1997,word88
1997,word881
1997,word886
1997,word970
1999,word123
1999,word1302
1999,word524
1999,word875
2653,word1094
2653,word1206
2653,word1210
2653,word1260
2653,word1264
2653,word127
2653,word1316
2653,word1329
2653,word1331
2653,word1333
2653,word1390
2653,word293
2653,word399
2653,word46
2653,word491
2653,word53
2653,word560
2653,word730
2653,word828
2653,word864
2653,word927
2654,word1160
2654,word1167
2654,word1170
2654,word1264
2654,word1291
2654,word1293
2654,word1297
2654,word1302
2654,word1315
2654,word1329
2654,word1335
2654,word1382
2654,word368
2654,word508
2654,word531
2654,word703
2654,word709
2654,word727
2654,word755
2654,word828
2654,word859
2654,word937
2654,word99
2663,word1026
2663,word1080
2663,word1124
2663,word1218
2663,word129
2663,word1321
2663,word133
2663,word180
2663,word232
2663,word275
2663,word337
2663,word368
2663,word515
2663,word540
2663,word62
2663,word641
2663,word655
2663,word730
2663,word808
2663,word888
2695,word106
2695,word1077
2695,word1213
2695,word1274
2695,word1361
2695,word1382
2695,word1390
2695,word194
2695,word20
2695,word521
2695,word587
2695,word616
2695,word697
2695,word772
2695,word775
2695,word913
2695,word968
2695,word970
2702,word1073
2702,word1142
2702,word1184
2702,word1210
2702,word1218
2702,word1291
2702,word1353
2702,word1389
2702,word180
2702,word191
2702,word216
2702,word227
2702,word239
2702,word259
2702,word423
2702,word508
2702,word541
2702,word576
2702,word814
2702,word823
2702,word932
3084,word1076
3084,word1159
3084,word1204
3084,word1210
3084,word1214
3084,word1229
3084,word1264
3084,word1302
3084,word1321
3084,word1375
3084,word1398
3084,word1404
3084,word188
3084,word45
3084,word5
3084,word620
3084,word725
3084,word751
3084,word980
3085,word1033
3085,word1145
3085,word118
3085,word1181
3085,word1210
3085,word1229
3085,word1245
3085,word1258
3085,word1291
3085,word1321
3085,word211
3085,word235
3085,word314
3085,word387
3085,word401
3085,word41
3085,word436
3085,word63
3085,word72
3085,word868
3095,word1047
3095,word1119
3095,word1172
3095,word1300
3095,word1306
3095,word1321
3095,word1326
3095,word1356
3095,word1382
3095,word1394
3095,word235
3095,word41
3095,word5
3095,word538
3095,word593
3095,word751
3095,word756
3095,word759
3095,word79
3095,word813
3095,word82
3095,word898
3095,word90
3101,word1021
3101,word1076
3101,word122
3101,word1231
3101,word1263
3101,word1304
3101,word1326
3101,word1332
3101,word1394
3101,word1398
3101,word1428
3101,word407
3101,word5
3101,word510
3101,word611
3101,word697
3101,word729
3101,word751
3101,word759
3101,word912
3101,word941
3187,word1036
3187,word1255
3187,word205
3187,word264
3187,word346
3187,word431
3192,word1173
3192,word1210
3192,word1255
3192,word1268
3192,word1341
3192,word1414
3192,word42
3192,word541
3192,word662
3218,word1132
3218,word1144
3218,word1152
3218,word1160
3218,word1178
3218,word1204
3218,word133
3218,word136
3218,word153
3218,word256
3218,word399
3218,word417
3218,word476
3218,word508
3218,word536
3218,word616
3218,word676
3218,word726
3218,word735
3218,word815
3222,word100
3222,word1042
3222,word1119
3222,word1157
3222,word1178
3222,word1255
3222,word1258
3222,word1276
3222,word1302
3222,word132
3222,word142
3222,word212
3222,word314
3222,word359
3222,word44
3222,word59
3222,word611
3222,word62
3222,word755
3222,word854
3222,word925
3222,word94
3223,word1049
3223,word1119
3223,word1124
3223,word1144
3223,word1178
3223,word1264
3223,word1267
3223,word1361
3223,word1382
3223,word1414
3223,word1426
3223,word1427
3223,word152
3223,word204
3223,word26
3223,word508
3223,word716
3223,word764
3223,word781
3223,word820
3223,word90
3223,word913
3223,word914
3229,word1349
3229,word147
3229,word620
3229,word775
3231,word1153
3231,word1179
3231,word1262
3231,word1264
3231,word1328
3231,word1334
3231,word1337
3231,word1354
3231,word1355
3231,word1361
3231,word223
3231,word229
3231,word417
3231,word508
3231,word531
3231,word589
3231,word716
3231,word764
3231,word815
3231,word818
3231,word876
3231,word941
3232,word1084
3232,word1144
3232,word1157
3232,word1199
3232,word1264
3232,word1277
3232,word1281
3232,word1361
3232,word1387
3232,word1414
3232,word204
3232,word263
3232,word465
3232,word470
3232,word508
3232,word561
3232,word700
3232,word736
3232,word779
3232,word875
3232,word94
3232,word982
3236,word1029
3236,word1098
3236,word1172
3236,word1234
3236,word1264
3236,word1329
3236,word1361
3236,word1377
3236,word1419
3236,word212
3236,word28
3236,word42
3236,word508
3236,word537
3236,word563
3236,word567
3236,word674
3236,word677
3236,word764
3236,word923
3240,word1044
3240,word1119
3240,word1143
3240,word1178
3240,word1207
3240,word1210
3240,word1255
3240,word1263
3240,word1264
3240,word132
3240,word1337
3240,word27
3240,word306
3240,word508
3240,word62
3240,word698
3240,word725
3240,word755
3240,word773
3240,word815
3240,word925
3828,word1349
3828,word554
3828,word88
3932,word1076
3932,word1150
3932,word1250
3932,word1398
3932,word796
3932,word871
4329,word1110
4329,word1178
4329,word1185
4329,word1210
4329,word1263
4329,word1264
4329,word1331
4329,word1353
4329,word136
4329,word1361
4329,word1385
4329,word1410
4329,word177
4329,word27
4329,word277
4329,word447
4329,word541
4329,word695
4329,word730
4329,word78
4329,word930
4329,word982
4330,word1055
4330,word1110
4330,word1210
4330,word1264
4330,word1329
4330,word1361
4330,word1377
4330,word239
4330,word282
4330,word447
4330,word472
4330,word508
4330,word667
4330,word694
4330,word695
4330,word699
4330,word752
4330,word778
4330,word78
4584,word1019
4584,word1036
4584,word1072
4584,word1248
4584,word1250
4584,word1264
4584,word1275
4584,word1304
4584,word1370
4584,word152
4584,word188
4584,word20
4584,word293
4584,word396
4584,word40
4584,word436
4584,word549
4584,word66
4584,word775
4584,word797
4584,word912
4804,word1023
4804,word1178
4804,word1210
4804,word1213
4804,word1229
4804,word1264
4804,word1329
4804,word133
4804,word134
4804,word1360
4804,word234
4804,word306
4804,word337
4804,word40
4804,word475
4804,word702
4804,word937
4804,word958
4804,word979
4804,word987
4983,word1150
4983,word1273
4983,word1385
4983,word174
4983,word511
4983,word620
4983,word722
4983,word736
4983,word912
5062,word1210
5062,word1254
5062,word1300
5062,word41
5062,word759
5064,word1052
5064,word1153
5064,word1172
5064,word1178
5064,word1210
5064,word1231
5064,word1263
5064,word127
5064,word1300
5064,word1334
5064,word1353
5064,word327
5064,word378
5064,word41
5064,word429
5064,word5
5064,word702
5064,word751
5064,word759
5064,word923
5064,word964
5075,word1076
5075,word1178
5075,word1181
5075,word1250
5075,word1309
5075,word1332
5075,word1353
5075,word1382
5075,word1423
5075,word1426
5075,word209
5075,word41
5075,word5
5075,word508
5075,word624
5075,word704
5075,word716
5075,word725
5075,word736
5075,word751
5075,word759
5075,word858
5075,word979
5075,word995
5086,word1210
5086,word1235
5086,word1248
5086,word1250
5086,word1286
5086,word130
5086,word1329
5086,word1425
5086,word239
5086,word337
5086,word416
5086,word525
5086,word699
5086,word807
5086,word894
5086,word999
5194,word133
5194,word20
5194,word775
5194,word811
5194,word813
5348,word1067
5348,word1178
5348,word1186
5348,word1264
5348,word137
5348,word1382
5348,word14
5348,word194
5348,word20
5348,word216
5348,word318
5348,word390
5348,word487
5348,word587
5348,word697
5348,word699
5348,word701
5348,word716
5348,word734
5348,word74
5348,word750
5348,word772
5348,word775
5348,word913
5348,word987
5462,word1025
5462,word1067
5462,word1095
5462,word1097
5462,word1121
5462,word124
5462,word1242
5462,word1315
5462,word133
5462,word1357
5462,word144
5462,word158
5462,word20
5462,word337
5462,word340
5462,word382
5462,word457
5462,word458
5462,word469
5462,word481
5462,word534
5462,word750
5462,word757
5462,word778
5600,word1055
5600,word1144
5600,word1178
5600,word1180
5600,word1181
5600,word1315
5600,word27
5600,word280
5600,word471
5600,word538
5600,word607
5600,word625
5600,word751
5600,word758
5600,word811
5600,word817
5600,word895
5600,word896
5600,word923
5959,word1061
5959,word1199
5959,word1238
5959,word1250
5959,word1264
5959,word1294
5959,word1329
5959,word1425
5959,word157
5959,word248
5959,word413
5959,word465
5959,word634
5959,word758
5959,word764
5959,word980
6125,word1064
6125,word1077
6125,word1092
6125,word1115
6125,word1204
6125,word1258
6125,word1264
6125,word1309
6125,word1329
6125,word1337
6125,word1353
6125,word1356
6125,word339
6125,word346
6125,word40
6125,word508
6125,word620
6125,word726
6125,word730
6125,word785
6125,word828
6125,word962
6125,word970
6151,word1061
6151,word1076
6151,word1152
6151,word1172
6151,word1175
6151,word1199
6151,word1208
6151,word1264
6151,word1296
6151,word1333
6151,word229
6151,word325
6151,word394
6151,word396
6151,word569
6151,word820
6151,word87
6151,word962
6169,word1050
6169,word1076
6169,word1077
6169,word1132
6169,word1177
6169,word1178
6169,word1204
6169,word1230
6169,word1264
6169,word1302
6169,word1304
6169,word1390
6169,word285
6169,word42
6169,word582
6169,word636
6169,word781
6169,word872
6169,word924
6169,word94
6169,word992
6196,word1041
6196,word1046
6196,word1048
6196,word1065
6196,word1264
6196,word1360
6196,word1380
6196,word14
6196,word259
6196,word508
6196,word517
6196,word582
6196,word60
6196,word625
6196,word762
6196,word766
6196,word781
6196,word809
6210,word1052
6210,word1175
6210,word1178
6210,word1234
6210,word125
6210,word1264
6210,word1277
6210,word1349
6210,word1412
6210,word209
6210,word229
6210,word285
6210,word355
6210,word362
6210,word508
6210,word582
6210,word612
6210,word636
6210,word742
6210,word79
6210,word925
6210,word982
6213,word1076
6213,word1082
6213,word1118
6213,word1178
6213,word1256
6213,word1264
6213,word1291
6213,word1293
6213,word1340
6213,word1356
6213,word1382
6213,word1392
6213,word169
6213,word212
6213,word255
6213,word378
6213,word396
6213,word53
6213,word654
6213,word764
6213,word81
6213,word83
6213,word930
6215,word1133
6215,word1178
6215,word1199
6215,word1335
6215,word1353
6215,word1382
6215,word169
6215,word293
6215,word302
6215,word382
6215,word388
6215,word429
6215,word592
6215,word625
6215,word667
6215,word703
6215,word736
6215,word758
6215,word781
6215,word811
6215,word964
6216,word1076
6216,word11
6216,word1115
6216,word1195
6216,word1199
6216,word1264
6216,word1309
6216,word1326
6216,word1329
6216,word133
6216,word1335
6216,word143
6216,word20
6216,word235
6216,word337
6216,word418
6216,word452
6216,word582
6216,word593
6216,word598
6216,word620
6216,word676
6216,word726
6216,word759
6216,word775
6238,word1076
6238,word1117
6238,word1119
6238,word1139
6238,word1178
6238,word1214
6238,word1254
6238,word1264
6238,word1331
6238,word1340
6238,word1394
6238,word27
6238,word352
6238,word464
6238,word506
6238,word511
6238,word811
6238,word859
6238,word926
6343,word1097
6343,word1119
6343,word1144
6343,word1264
6343,word1302
6343,word1329
6343,word133
6343,word1333
6343,word1382
6343,word1427
6343,word152
6343,word212
6343,word232
6343,word26
6343,word262
6343,word274
6343,word471
6343,word508
6343,word53
6343,word538
6343,word716
6343,word755
6343,word817
6343,word907
6346,word1069
6346,word1119
6346,word1124
6346,word1159
6346,word1171
6346,word1178
6346,word1199
6346,word1231
6346,word1264
6346,word1300
6346,word1309
6346,word1329
6346,word1336
6346,word216
6346,word252
6346,word443
6346,word471
6346,word477
6346,word508
6346,word538
6346,word68
6346,word721
6346,word974
6378,word1061
6378,word1117
6378,word1124
6378,word1172
6378,word1206
6378,word1254
6378,word1264
6378,word1339
6378,word1360
6378,word1384
6378,word3
6378,word332
6378,word339
6378,word39
6378,word40
6378,word42
6378,word46
6378,word465
6378,word506
6378,word514
6378,word648
6378,word678
6378,word702
6378,word820
6385,word1
6385,word1244
6385,word1264
6385,word1291
6385,word1318
6385,word132
6385,word1352
6385,word1387
6385,word1398
6385,word174
6385,word280
6385,word332
6385,word36
6385,word39
6385,word40
6385,word430
6385,word506
6385,word511
6385,word582
6385,word607
6385,word736
6385,word979
6771,word1160
6771,word1178
6771,word1263
6771,word1264
6771,word1281
6771,word1321
6771,word1356
6771,word1361
6771,word152
6771,word174
6771,word337
6771,word475
6771,word508
6771,word565
6771,word616
6771,word699
6771,word778
6771,word813
6771,word839
6771,word946
6786,word1064
6786,word1178
6786,word1210
6786,word1221
6786,word1244
6786,word1255
6786,word1268
6786,word1280
6786,word1354
6786,word1425
6786,word378
6786,word416
6786,word42
6786,word45
6786,word479
6786,word699
6786,word750
6786,word999
6898,word1102
6898,word1242
6898,word1255
6898,word1411
6898,word163
6898,word534
6898,word704
6910,word1242
6910,word1274
6910,word1333
6910,word1390
6910,word172
6910,word534
6910,word821
6913,word1012
6913,word104
6913,word1110
6913,word116
6913,word1178
6913,word131
6913,word156
6913,word173
6913,word264
6913,word337
6913,word378
6913,word508
6913,word598
6913,word668
6913,word686
6913,word946
6913,word977
6913,word979
6917,word1006
6917,word1082
6917,word113
6917,word1133
6917,word1171
6917,word1178
6917,word1231
6917,word1267
6917,word127
6917,word1321
6917,word1329
6917,word1331
6917,word263
6917,word280
6917,word325
6917,word613
6917,word712
6917,word815
6923,word1006
6923,word1020
6923,word1022
6923,word1058
6923,word1059
6923,word1076
6923,word1094
6923,word1133
6923,word1264
6923,word1349
6923,word306
6923,word48
6923,word480
6923,word614
6923,word654
6923,word676
6923,word697
6923,word726
6923,word784
6923,word815
6923,word909
6923,word988
7022,word1077
7022,word1083
7022,word1103
7022,word1120
7022,word1264
7022,word1267
7022,word1297
7022,word192
7022,word283
7022,word394
7022,word515
7022,word543
7022,word697
7022,word724
7022,word753
7022,word797
7022,word807
7022,word814
7022,word863
7022,word874
7022,word905
7032,word1077
7032,word1148
7032,word1167
7032,word1172
7032,word119
7032,word1205
7032,word1210
7032,word1260
7032,word129
7032,word1329
7032,word136
7032,word1385
7032,word20
7032,word239
7032,word53
7032,word616
7032,word676
7032,word775
7032,word861
7032,word876
7032,word895
7032,word968
7041,word1009
7041,word1025
7041,word1097
7041,word1143
7041,word1171
7041,word1180
7041,word1210
7041,word1275
7041,word1302
7041,word1329
7041,word1382
7041,word163
7041,word20
7041,word262
7041,word284
7041,word443
7041,word458
7041,word484
7041,word534
7041,word699
7041,word797
7041,word954
7041,word970
7041,word972
7276,word1106
7276,word1145
7276,word1210
7276,word1366
7276,word137
7276,word177
7276,word202
7276,word316
7276,word42
7276,word448
7276,word546
7276,word592
7276,word620
7276,word86
7276,word878
7276,word89
7276,word901
7276,word994
7296,word1210
7296,word1315
7296,word1353
7296,word137
7296,word193
7296,word20
7296,word293
7296,word36
7296,word510
7296,word723
7296,word756
7296,word76
7296,word775
7296,word86
7296,word89
7296,word901
7296,word912
7296,word965
7430,word1016
7430,word1072
7430,word1080
7430,word1178
7430,word1206
7430,word1210
7430,word1256
7430,word1264
7430,word1318
7430,word1331
7430,word1353
7430,word1432
7430,word379
7430,word465
7430,word506
7430,word582
7430,word625
7430,word649
7430,word774
7430,word875
7432,word100
7432,word1072
7432,word1132
7432,word1178
7432,word1206
7432,word1207
7432,word1263
7432,word1287
7432,word1302
7432,word1315
7432,word1388
7432,word1393
7432,word1398
7432,word191
7432,word211
7432,word293
7432,word314
7432,word46
7432,word649
7432,word702
7432,word713
7432,word788
7432,word875
7432,word938
7532,word1076
7532,word1097
7532,word1098
7532,word1121
7532,word1178
7532,word1202
7532,word1275
7532,word1348
7532,word1358
7532,word1376
7532,word239
7532,word328
7532,word33
7532,word349
7532,word350
7532,word663
7532,word756
7532,word922
7532,word963
7537,word1076
7537,word1121
7537,word1178
7537,word1181
7537,word1199
7537,word1341
7537,word1358
7537,word1414
7537,word239
7537,word349
7537,word350
7537,word470
7537,word57
7537,word641
7537,word663
7537,word724
7537,word759
7537,word781
7537,word923
7537,word940
7537,word953
7867,word100
7867,word1032
7867,word1076
7867,word1077
7867,word1133
7867,word1150
7867,word1306
7867,word1412
7867,word174
7867,word211
7867,word268
7867,word418
7867,word432
7867,word469
7867,word537
7867,word549
7867,word594
7867,word725
7867,word760
7867,word861
7867,word9
7867,word982
8224,word1204
8224,word1206
8224,word1248
8224,word1250
8224,word1349
8224,word1382
8224,word206
8224,word221
8224,word26
8224,word332
8224,word399
8224,word426
8224,word465
8224,word506
8224,word661
8224,word704
8224,word764
8224,word815
8224,word818
8224,word875
8224,word94
8581,word1127
8581,word1139
8581,word1170
8581,word1175
8581,word1253
8581,word1264
8581,word1329
8581,word1353
8581,word158
8581,word177
8581,word331
8581,word418
8581,word469
8581,word53
8581,word602
8581,word620
8581,word633
8581,word648
8581,word697
8581,word756
8581,word775
8581,word787
8581,word912
8581,word913
8591,word1059
8591,word1144
8591,word1151
8591,word1171
8591,word1178
8591,word1206
8591,word1275
8591,word1393
8591,word31
8591,word433
8591,word549
8591,word571
8591,word611
8591,word66
8591,word691
8591,word721
8591,word725
8591,word750
8591,word764
8591,word994
8617,word1077
8617,word1206
8617,word1264
8617,word1329
8617,word133
8617,word134
8617,word1360
8617,word1427
8617,word1433
8617,word20
8617,word234
8617,word336
8617,word417
8617,word448
8617,word53
8617,word58
8617,word755
8617,word756
8617,word761
8617,word775
8617,word795
8617,word81
8617,word814
8617,word815
8617,word958
8619,word1349
8619,word20
8619,word370
8619,word384
8619,word394
8619,word760
8619,word775
8687,word1003
8687,word1006
8687,word1058
8687,word1118
8687,word1133
8687,word1144
8687,word1157
8687,word1180
8687,word1231
8687,word1264
8687,word1387
8687,word187
8687,word350
8687,word377
8687,word51
8687,word514
8687,word542
8687,word641
8687,word924
8703,word1013
8703,word1077
8703,word1132
8703,word1178
8703,word1190
8703,word1229
8703,word1235
8703,word1258
8703,word1307
8703,word1317
8703,word1349
8703,word1382
8703,word140
8703,word1426
8703,word26
8703,word370
8703,word378
8703,word391
8703,word55
8703,word643
8703,word676
8703,word71
8703,word726
8703,word755
8766,word1124
8766,word1133
8766,word1156
8766,word1167
8766,word1171
8766,word1247
8766,word1331
8766,word1353
8766,word180
8766,word2
8766,word349
8766,word395
8766,word418
8766,word46
8766,word579
8766,word592
8766,word648
8766,word932
8766,word99
8821,word1146
8821,word1178
8821,word1191
8821,word1229
8821,word1253
8821,word1264
8821,word1313
8821,word1329
8821,word1333
8821,word1382
8821,word1426
8821,word15
8821,word198
8821,word206
8821,word399
8821,word508
8821,word53
8821,word759
8821,word764
8821,word787
8821,word875
8821,word894
8821,word976
8832,word1178
8832,word1191
8832,word1231
8832,word1353
8832,word1382
8832,word1390
8832,word1419
8832,word15
8832,word197
8832,word470
8832,word5
8832,word541
8832,word616
8832,word729
8832,word751
8832,word787
8832,word809
8832,word858
8832,word915
8872,word1178
8872,word1216
8872,word1263
8872,word1264
8872,word1302
8872,word1315
8872,word1366
8872,word1382
8872,word20
8872,word300
8872,word311
8872,word369
8872,word378
8872,word496
8872,word508
8872,word582
8872,word702
8872,word764
8872,word775
8872,word811
8872,word912
8874,word100
8874,word1178
8874,word1199
8874,word1202
8874,word1204
8874,word1210
8874,word1302
8874,word1321
8874,word1329
8874,word133
8874,word251
8874,word36
8874,word535
8874,word736
8874,word741
8874,word780
8874,word94
8874,word955
8874,word969
9513,word1264
9513,word648
9513,word739
9513,word861
9515,word1074
9515,word1178
9515,word1260
9515,word1264
9515,word1315
9515,word1329
9515,word1337
9515,word180
9515,word252
9515,word306
9515,word331
9515,word368
9515,word435
9515,word475
9515,word508
9515,word648
9515,word724
9515,word726
9515,word739
9515,word876
9515,word94
9515,word956
9515,word98
9581,word1039
9581,word1043
9581,word1122
9581,word1199
9581,word1234
9581,word136
9581,word1380
9581,word180
9581,word28
9581,word323
9581,word351
9581,word475
9581,word534
9581,word57
9581,word570
9581,word641
9581,word727
9581,word90
9581,word94
9708,word1145
9708,word1248
9708,word1250
9708,word1264
9708,word1329
9708,word1337
9708,word1425
9708,word188
9708,word226
9708,word317
9708,word407
9708,word422
9708,word55
9708,word613
9708,word620
9708,word634
9708,word661
9708,word698
9708,word811
9708,word938
10169,word1063
10169,word1097
10169,word1119
10169,word1124
10169,word1178
10169,word1264
10169,word1290
10169,word1297
10169,word131
10169,word1328
10169,word1333
10169,word346
10169,word470
10169,word508
10169,word716
10169,word727
10169,word815
10169,word90
10169,word94
10169,word995
10174,word1111
10174,word1119
10174,word1157
10174,word1178
10174,word1180
10174,word1209
10174,word1210
10174,word1237
10174,word1263
10174,word1267
10174,word1287
10174,word1387
10174,word1388
10174,word1394
10174,word360
10174,word361
10174,word508
10174,word541
10174,word777
10174,word815
10174,word870
10174,word884
10174,word970
10174,word972
10430,word1000
10430,word1132
10430,word1178
10430,word1210
10430,word1263
10430,word203
10430,word237
10430,word399
10430,word5
10430,word616
10430,word689
10430,word751
10531,word1095
10531,word1178
10531,word1206
10531,word1210
10531,word1255
10531,word1274
10531,word1293
10531,word136
10531,word1382
10531,word285
10531,word437
10531,word457
10531,word648
10531,word649
10531,word695
10531,word737
10531,word817
10531,word846
10531,word903
10796,word1178
10796,word1204
10796,word1238
10796,word1248
10796,word1250
10796,word1264
10796,word1294
10796,word169
10796,word187
10796,word206
10796,word248
10796,word296
10796,word302
10796,word494
10796,word508
10796,word604
10796,word764
10796,word787
10796,word815
10796,word875
10796,word9
10798,word1180
10798,word1262
10798,word1264
10798,word133
10798,word1356
10798,word225
10798,word317
10798,word726
10798,word82
10981,word1000
10981,word1133
10981,word1182
10981,word1220
10981,word1241
10981,word129
10981,word348
10981,word407
10981,word418
10981,word549
10981,word641
10981,word642
10981,word722
10981,word724
10981,word725
10981,word8
10981,word89
11093,word1110
11093,word1119
11093,word1145
11093,word1159
11093,word1178
11093,word1206
11093,word1230
11093,word1233
11093,word1264
11093,word129
11093,word132
11093,word1353
11093,word193
11093,word284
11093,word288
11093,word352
11093,word36
11093,word508
11093,word541
11093,word633
11093,word655
11093,word667
11093,word829
11093,word894
11093,word913
11093,word924
11148,word108
11148,word1171
11148,word1206
11148,word121
11148,word1247
11148,word1267
11148,word1296
11148,word1302
11148,word131
11148,word132
11148,word1353
11148,word1388
11148,word1391
11148,word354
11148,word573
11148,word79
11148,word820
11148,word934
11148,word994
11325,word1077
11325,word1115
11325,word1119
11325,word1152
11325,word1206
11325,word1264
11325,word1329
11325,word1337
11325,word1350
11325,word1419
11325,word1427
11325,word212
11325,word314
11325,word339
11325,word365
11325,word399
11325,word452
11325,word511
11325,word541
11325,word616
11325,word730
11325,word82
12155,word1212
12155,word1264
12155,word1282
12155,word480
12155,word490
12158,word1044
12158,word1210
12158,word1212
12158,word1264
12158,word1293
12158,word1296
12158,word1380
12158,word1385
12158,word166
12158,word340
12158,word368
12158,word470
12158,word475
12158,word490
12158,word508
12158,word711
12158,word876
12158,word881
12158,word930
12158,word952
12158,word966
12165,word1141
12165,word1264
12165,word1293
12165,word238
12165,word283
12165,word36
12165,word381
12165,word522
12165,word524
12165,word58
12165,word626
12165,word700
12165,word724
12165,word727
12165,word908
12165,word946
12165,word959
12165,word987
12165,word989
12169,word1020
12169,word1081
12169,word1210
12169,word1212
12169,word1264
12169,word1293
12169,word1326
12169,word1337
12169,word1385
12169,word16
12169,word306
12169,word48
12169,word490
12169,word644
12169,word648
12169,word723
12169,word726
12182,word1077
12182,word1092
12182,word1208
12182,word1302
12182,word1315
12182,word1316
12182,word1326
12182,word1329
12182,word134
12182,word1356
12182,word1377
12182,word1423
12182,word1427
12182,word180
12182,word238
12182,word251
12182,word260
12182,word360
12182,word4
12182,word508
12182,word522
12182,word53
12182,word725
12198,word1091
12198,word1132
12198,word1171
12198,word1178
12198,word1282
12198,word133
12198,word1353
12198,word1382
12198,word1426
12198,word212
12198,word214
12198,word275
12198,word306
12198,word396
12198,word474
12198,word475
12198,word480
12198,word58
12198,word648
12198,word813
12198,word877
12198,word959
12198,word972
12211,word100
12211,word1077
12211,word1148
12211,word1206
12211,word1210
12211,word1220
12211,word1237
12211,word1264
12211,word1293
12211,word132
12211,word133
12211,word1391
12211,word196
12211,word263
12211,word306
12211,word311
12211,word325
12211,word337
12211,word346
12211,word435
12211,word508
12211,word676
12211,word699
12211,word88
12238,word1111
12238,word1128
12238,word113
12238,word1132
12238,word1264
12238,word1302
12238,word1334
12238,word285
12238,word306
12238,word435
12238,word439
12238,word508
12238,word511
12238,word572
12238,word580
12238,word631
12238,word724
12238,word761
12238,word870
12238,word916
12238,word922
12238,word943
12238,word959
12247,word1098
12247,word1178
12247,word1210
12247,word1212
12247,word1236
12247,word1238
12247,word1264
12247,word1287
12247,word1316
12247,word1385
12247,word340
12247,word4
12247,word40
12247,word490
12247,word641
12247,word870
12247,word881
