paper_id,class_label
48766,Genetic_Algorithms
48781,Genetic_Algorithms
49660,Theory
49720,Probabilistic_Methods
49753,Probabilistic_Methods
49843,Rule_Learning
49844,Rule_Learning
50336,Probabilistic_Methods
50337,Probabilistic_Methods
50354,Neural_Networks
50381,Theory
50807,Genetic_Algorithms
51831,Neural_Networks
51834,Theory
51866,Theory
51879,Probabilistic_Methods
51909,Rule_Learning
52000,Neural_Networks
52007,Neural_Networks
52515,Probabilistic_Methods
54129,Genetic_Algorithms
54131,Genetic_Algorithms
55403,Rule_Learning
55801,Case_Based
55968,Reinforcement_Learning
56112,Genetic_Algorithms
56167,Case_Based
56708,Reinforcement_Learning
57119,Genetic_Algorithms
57948,Theory
58552,Neural_Networks
59045,Theory
59626,Theory
59772,Neural_Networks
60159,Neural_Networks
60169,Neural_Networks
60170,Neural_Networks
60560,Neural_Networks
60682,Case_Based
62274,Theory
62329,Genetic_Algorithms
62333,Neural_Networks
62417,Probabilistic_Methods
62634,Genetic_Algorithms
62676,Neural_Networks
62718,Case_Based
63477,Case_Based
63486,Theory
63549,Neural_Networks
63835,Case_Based
63915,Neural_Networks
64319,Theory
64484,Reinforcement_Learning
64519,Reinforcement_Learning
65057,Probabilistic_Methods
65650,Theory
66556,Genetic_Algorithms
66594,Theory
66794,Probabilistic_Methods
66805,Genetic_Algorithms
66809,Reinforcement_Learning
67246,Neural_Networks
67292,Neural_Networks
67584,Probabilistic_Methods
67633,Case_Based
68115,Case_Based
68463,Rule_Learning
68505,Theory
69198,Neural_Networks
69284,Genetic_Algorithms
69418,Neural_Networks
70281,Neural_Networks
70441,Case_Based
70442,Case_Based
70444,Case_Based
70520,Reinforcement_Learning
71336,Neural_Networks
72056,Neural_Networks
72101,Neural_Networks
72908,Rule_Learning
73119,Probabilistic_Methods
73146,Probabilistic_Methods
73323,Case_Based
73712,Neural_Networks
74698,Probabilistic_Methods
74700,Probabilistic_Methods
74821,Probabilistic_Methods
74975,Case_Based
75121,Case_Based
75972,Rule_Learning
75983,Neural_Networks
77108,Theory
77112,Theory
77515,Theory
77758,Neural_Networks
77826,Case_Based
77829,Case_Based
78508,Neural_Networks
78511,Genetic_Algorithms
78552,Neural_Networks
78557,Neural_Networks
80491,Neural_Networks
80656,Neural_Networks
81350,Reinforcement_Learning
81714,Case_Based
82098,Genetic_Algorithms
82664,Case_Based
82666,Case_Based
82920,Genetic_Algorithms
83449,Case_Based
83725,Genetic_Algorithms
84020,Probabilistic_Methods
84021,Genetic_Algorithms
84459,Theory
84695,Neural_Networks
85324,Neural_Networks
86258,Theory
86923,Neural_Networks
87417,Genetic_Algorithms
88356,Probabilistic_Methods
89335,Case_Based
89547,Theory
90470,Probabilistic_Methods
90655,Neural_Networks
90888,Neural_Networks
91853,Case_Based
93273,Theory
94229,Neural_Networks
94416,Rule_Learning
94639,Genetic_Algorithms
94641,Genetic_Algorithms
94713,Probabilistic_Methods
95188,Case_Based
95198,Case_Based
95579,Reinforcement_Learning
95586,Reinforcement_Learning
95588,Reinforcement_Learning
95594,Reinforcement_Learning
95719,Probabilistic_Methods
96335,Neural_Networks
97390,Genetic_Algorithms
97892,Case_Based
98698,Genetic_Algorithms
99025,Neural_Networks
99030,Neural_Networks
100701,Case_Based
100935,Genetic_Algorithms
100961,Neural_Networks
101143,Case_Based
101145,Case_Based
101261,Theory
102879,Theory
102938,Neural_Networks
102939,Neural_Networks
103430,Neural_Networks
103482,Neural_Networks
103515,Genetic_Algorithms
103528,Case_Based
103529,Case_Based
103543,Probabilistic_Methods
104840,Theory
105057,Theory
105856,Neural_Networks
105865,Neural_Networks
105899,Probabilistic_Methods
107569,Neural_Networks
108962,Probabilistic_Methods
108974,Probabilistic_Methods
108983,Probabilistic_Methods
109323,Probabilistic_Methods
110162,Case_Based
110163,Case_Based
110164,Case_Based
111676,Case_Based
111866,Theory
112787,Case_Based
114189,Probabilistic_Methods
114308,Reinforcement_Learning
114966,Neural_Networks
115188,Neural_Networks
116081,Rule_Learning
116084,Rule_Learning
116528,Theory
116545,Genetic_Algorithms
116790,Probabilistic_Methods
118260,Reinforcement_Learning
118436,Neural_Networks
118558,Reinforcement_Learning
118559,Reinforcement_Learning
118682,Probabilistic_Methods
118873,Neural_Networks
119956,Neural_Networks
120013,Neural_Networks
120817,Neural_Networks
121792,Neural_Networks
123825,Neural_Networks
124224,Neural_Networks
124296,Neural_Networks
124828,Neural_Networks
126128,Neural_Networks
126867,Case_Based
126868,Case_Based
126912,Probabilistic_Methods
126926,Probabilistic_Methods
127940,Neural_Networks
128202,Theory
128540,Genetic_Algorithms
129042,Case_Based
129045,Case_Based
129287,Neural_Networks
129558,Case_Based
131042,Neural_Networks
131117,Neural_Networks
132806,Genetic_Algorithms
132821,Theory
133563,Neural_Networks
133615,Rule_Learning
133628,Theory
134219,Genetic_Algorithms
134307,Probabilistic_Methods
134315,Probabilistic_Methods
134320,Probabilistic_Methods
135464,Neural_Networks
135798,Case_Based
136665,Reinforcement_Learning
136766,Rule_Learning
136768,Rule_Learning
137130,Probabilistic_Methods
137380,Rule_Learning
137790,Theory
137849,Probabilistic_Methods
137873,Probabilistic_Methods
137956,Rule_Learning
139865,Neural_Networks
140005,Theory
141160,Neural_Networks
141342,Genetic_Algorithms
141347,Genetic_Algorithms
141596,Neural_Networks
141868,Case_Based
142268,Probabilistic_Methods
143323,Case_Based
143801,Neural_Networks
144408,Neural_Networks
145134,Neural_Networks
145176,Neural_Networks
145315,Rule_Learning
145384,Reinforcement_Learning
148170,Genetic_Algorithms
148399,Theory
151430,Rule_Learning
152219,Neural_Networks
152483,Genetic_Algorithms
152731,Neural_Networks
153063,Probabilistic_Methods
154023,Neural_Networks
154047,Neural_Networks
154134,Case_Based
154982,Probabilistic_Methods
155158,Rule_Learning
155736,Theory
155738,Theory
157401,Neural_Networks
157761,Theory
157805,Theory
158098,Probabilistic_Methods
158614,Theory
158812,Neural_Networks
159084,Neural_Networks
159085,Neural_Networks
159897,Probabilistic_Methods
160732,Rule_Learning
161221,Neural_Networks
162075,Neural_Networks
162664,Probabilistic_Methods
163235,Neural_Networks
164885,Genetic_Algorithms
166825,Case_Based
166989,Theory
168332,Reinforcement_Learning
168958,Neural_Networks
169279,Neural_Networks
169280,Neural_Networks
170798,Case_Based
171225,Neural_Networks
173884,Probabilistic_Methods
174418,Theory
174425,Theory
175256,Genetic_Algorithms
175291,Neural_Networks
175576,Theory
175909,Case_Based
178209,Rule_Learning
179702,Neural_Networks
180301,Probabilistic_Methods
180399,Neural_Networks
188318,Neural_Networks
189566,Probabilistic_Methods
189572,Probabilistic_Methods
189577,Probabilistic_Methods
189721,Probabilistic_Methods
189774,Probabilistic_Methods
190697,Genetic_Algorithms
190698,Neural_Networks
190706,Genetic_Algorithms
191216,Neural_Networks
191222,Neural_Networks
191404,Probabilistic_Methods
192734,Theory
192870,Neural_Networks
193742,Reinforcement_Learning
193918,Neural_Networks
193931,Neural_Networks
194223,Probabilistic_Methods
194609,Neural_Networks
194645,Reinforcement_Learning
195150,Rule_Learning
195361,Reinforcement_Learning
195792,Genetic_Algorithms
197054,Reinforcement_Learning
198443,Genetic_Algorithms
198653,Genetic_Algorithms
200630,Neural_Networks
202639,Neural_Networks
203646,Neural_Networks
205196,Neural_Networks
206259,Reinforcement_Learning
206524,Rule_Learning
210309,Theory
211875,Neural_Networks
211906,Theory
212097,Probabilistic_Methods
212107,Probabilistic_Methods
212930,Neural_Networks
213246,Neural_Networks
214472,Reinforcement_Learning
215912,Neural_Networks
216877,Rule_Learning
216878,Theory
217115,Theory
217852,Rule_Learning
218410,Reinforcement_Learning
218666,Case_Based
219446,Neural_Networks
219976,Case_Based
221302,Case_Based
227286,Neural_Networks
228992,Neural_Networks
230300,Reinforcement_Learning
230884,Neural_Networks
231249,Genetic_Algorithms
232860,Neural_Networks
233106,Neural_Networks
235670,Rule_Learning
235678,Rule_Learning
235683,Rule_Learning
235776,Theory
236759,Neural_Networks
237376,Theory
237521,Neural_Networks
238099,Rule_Learning
238401,Theory
239800,Theory
239810,Case_Based
239829,Case_Based
240321,Neural_Networks
242637,Neural_Networks
242663,Probabilistic_Methods
243483,Genetic_Algorithms
245955,Reinforcement_Learning
248119,Theory
248395,Neural_Networks
248431,Genetic_Algorithms
248823,Reinforcement_Learning
249421,Neural_Networks
250566,Case_Based
251756,Genetic_Algorithms
252725,Rule_Learning
254923,Genetic_Algorithms
255233,Case_Based
256106,Neural_Networks
258259,Neural_Networks
259126,Neural_Networks
259701,Genetic_Algorithms
260121,Neural_Networks
260979,Theory
261040,Case_Based
262108,Neural_Networks
263069,Genetic_Algorithms
263486,Rule_Learning
263498,Genetic_Algorithms
265203,Genetic_Algorithms
267003,Neural_Networks
270456,Neural_Networks
270600,Neural_Networks
273949,Theory
278403,Neural_Networks
280876,Probabilistic_Methods
284023,Neural_Networks
284025,Neural_Networks
284414,Case_Based
285675,Neural_Networks
285687,Neural_Networks
287787,Genetic_Algorithms
289780,Genetic_Algorithms
289781,Genetic_Algorithms
289885,Probabilistic_Methods
289945,Neural_Networks
293285,Theory
293974,Probabilistic_Methods
294030,Probabilistic_Methods
294145,Rule_Learning
294239,Neural_Networks
299195,Neural_Networks
299197,Neural_Networks
300806,Neural_Networks
307015,Genetic_Algorithms
307656,Genetic_Algorithms
308232,Rule_Learning
310530,Case_Based
310653,Probabilistic_Methods
310742,Probabilistic_Methods
312409,Neural_Networks
314459,Neural_Networks
315266,Probabilistic_Methods
315789,Genetic_Algorithms
318071,Probabilistic_Methods
318187,Rule_Learning
323128,Theory
325314,Neural_Networks
325497,Reinforcement_Learning
330148,Neural_Networks
334153,Theory
335733,Genetic_Algorithms
340075,Neural_Networks
341188,Reinforcement_Learning
342802,Neural_Networks
348437,Theory
350319,Neural_Networks
350362,Theory
350373,Theory
358866,Probabilistic_Methods
358884,Theory
358887,Probabilistic_Methods
358894,Theory
367312,Neural_Networks
368431,Theory
368605,Neural_Networks
368657,Neural_Networks
370366,Neural_Networks
372862,Rule_Learning
375605,Genetic_Algorithms
375825,Probabilistic_Methods
377303,Genetic_Algorithms
380341,Neural_Networks
385067,Case_Based
385251,Theory
389715,Theory
390693,Neural_Networks
390889,Neural_Networks
395553,Neural_Networks
396412,Neural_Networks
397590,Rule_Learning
399173,Case_Based
399339,Reinforcement_Learning
399370,Neural_Networks
400356,Neural_Networks
400455,Neural_Networks
408885,Probabilistic_Methods
409255,Neural_Networks
409725,Rule_Learning
416455,Genetic_Algorithms
416867,Theory
416964,Neural_Networks
421481,Probabilistic_Methods
423816,Genetic_Algorithms
424540,Neural_Networks
429805,Case_Based
430574,Neural_Networks
430711,Neural_Networks
431206,Probabilistic_Methods
436796,Neural_Networks
444240,Genetic_Algorithms
449841,Rule_Learning
458439,Theory
459206,Genetic_Algorithms
459214,Genetic_Algorithms
459216,Genetic_Algorithms
467383,Genetic_Algorithms
486840,Genetic_Algorithms
503877,Genetic_Algorithms
503883,Genetic_Algorithms
503893,Genetic_Algorithms
509315,Genetic_Algorithms
509379,Theory
510715,Probabilistic_Methods
510718,Probabilistic_Methods
513189,Genetic_Algorithms
519318,Probabilistic_Methods
519353,Probabilistic_Methods
520471,Rule_Learning
521183,Case_Based
521207,Case_Based
521269,Case_Based
521855,Probabilistic_Methods
523394,Probabilistic_Methods
531351,Probabilistic_Methods
561238,Genetic_Algorithms
561568,Probabilistic_Methods
561581,Probabilistic_Methods
561593,Probabilistic_Methods
561610,Probabilistic_Methods
561611,Probabilistic_Methods
561613,Probabilistic_Methods
566488,Case_Based
567005,Neural_Networks
567018,Neural_Networks
568857,Genetic_Algorithms
573535,Theory
573964,Genetic_Algorithms
573978,Genetic_Algorithms
574009,Genetic_Algorithms
574264,Genetic_Algorithms
574462,Genetic_Algorithms
574710,Genetic_Algorithms
575077,Genetic_Algorithms
575292,Genetic_Algorithms
575331,Genetic_Algorithms
575402,Genetic_Algorithms
575795,Genetic_Algorithms
576257,Genetic_Algorithms
576691,Genetic_Algorithms
576973,Genetic_Algorithms
577331,Genetic_Algorithms
578306,Neural_Networks
578337,Neural_Networks
578365,Neural_Networks
578646,Genetic_Algorithms
578649,Genetic_Algorithms
578650,Genetic_Algorithms
578780,Genetic_Algorithms
578845,Genetic_Algorithms
578898,Genetic_Algorithms
579108,Genetic_Algorithms
582139,Neural_Networks
582343,Theory
582349,Neural_Networks
582511,Theory
591016,Rule_Learning
591017,Rule_Learning
592826,Rule_Learning
592830,Rule_Learning
592973,Genetic_Algorithms
592996,Genetic_Algorithms
593022,Genetic_Algorithms
593060,Genetic_Algorithms
593068,Genetic_Algorithms
593091,Genetic_Algorithms
593104,Genetic_Algorithms
593105,Genetic_Algorithms
593155,Genetic_Algorithms
593201,Genetic_Algorithms
593209,Genetic_Algorithms
593210,Genetic_Algorithms
593248,Genetic_Algorithms
593328,Genetic_Algorithms
593329,Genetic_Algorithms
593544,Genetic_Algorithms
593559,Genetic_Algorithms
593859,Genetic_Algorithms
593921,Genetic_Algorithms
593942,Genetic_Algorithms
594047,Genetic_Algorithms
594543,Genetic_Algorithms
595056,Genetic_Algorithms
595063,Genetic_Algorithms
595157,Genetic_Algorithms
596075,Case_Based
601462,Genetic_Algorithms
601567,Rule_Learning
606647,Genetic_Algorithms
608190,Genetic_Algorithms
608191,Genetic_Algorithms
608292,Genetic_Algorithms
610529,Neural_Networks
612306,Rule_Learning
613409,Probabilistic_Methods
617378,Neural_Networks
626530,Probabilistic_Methods
627024,Neural_Networks
628458,Neural_Networks
628766,Neural_Networks
628815,Reinforcement_Learning
630817,Neural_Networks
632796,Probabilistic_Methods
633030,Probabilistic_Methods
633721,Probabilistic_Methods
634902,Genetic_Algorithms
634904,Genetic_Algorithms
634938,Genetic_Algorithms
636500,Theory
641956,Neural_Networks
642621,Probabilistic_Methods
642641,Probabilistic_Methods
642681,Probabilistic_Methods
642894,Probabilistic_Methods
643003,Probabilistic_Methods
643069,Probabilistic_Methods
643199,Genetic_Algorithms
643221,Probabilistic_Methods
643239,Probabilistic_Methods
643695,Probabilistic_Methods
643734,Neural_Networks
644093,Probabilistic_Methods
644363,Probabilistic_Methods
644427,Probabilistic_Methods
644441,Probabilistic_Methods
644470,Probabilistic_Methods
644577,Probabilistic_Methods
644843,Probabilistic_Methods
645016,Probabilistic_Methods
645046,Probabilistic_Methods
645452,Probabilistic_Methods
645571,Probabilistic_Methods
645870,Probabilistic_Methods
645897,Probabilistic_Methods
646286,Probabilistic_Methods
646334,Probabilistic_Methods
646357,Probabilistic_Methods
646412,Probabilistic_Methods
646440,Probabilistic_Methods
646836,Genetic_Algorithms
646837,Genetic_Algorithms
646913,Genetic_Algorithms
647408,Genetic_Algorithms
647447,Genetic_Algorithms
648112,Neural_Networks
649739,Neural_Networks
649944,Rule_Learning
650814,Genetic_Algorithms
650834,Genetic_Algorithms
653441,Probabilistic_Methods
654177,Case_Based
654339,Genetic_Algorithms
654519,Genetic_Algorithms
662279,Neural_Networks
662416,Probabilistic_Methods
662572,Neural_Networks
671052,Neural_Networks
671269,Neural_Networks
672071,Neural_Networks
675756,Neural_Networks
682508,Probabilistic_Methods
682666,Reinforcement_Learning
682815,Genetic_Algorithms
683355,Probabilistic_Methods
683360,Probabilistic_Methods
684372,Neural_Networks
684986,Neural_Networks
686030,Neural_Networks
686061,Theory
686559,Neural_Networks
687401,Neural_Networks
688361,Neural_Networks
688849,Neural_Networks
689152,Neural_Networks
689439,Rule_Learning
694759,Genetic_Algorithms
696342,Neural_Networks
696343,Neural_Networks
696345,Neural_Networks
703953,Probabilistic_Methods
708945,Neural_Networks
709518,Neural_Networks
711598,Theory
714260,Probabilistic_Methods
714748,Probabilistic_Methods
714879,Probabilistic_Methods
714975,Probabilistic_Methods
733167,Neural_Networks
733534,Neural_Networks
733576,Neural_Networks
734406,Neural_Networks
735303,Genetic_Algorithms
737204,Neural_Networks
739707,Neural_Networks
746058,Neural_Networks
752684,Neural_Networks
753047,Theory
753070,Theory
753264,Theory
763010,Neural_Networks
767763,Theory
779960,Neural_Networks
787016,Genetic_Algorithms
801170,Genetic_Algorithms
815073,Neural_Networks
815096,Neural_Networks
817774,Neural_Networks
820661,Neural_Networks
820662,Theory
824245,Neural_Networks
851968,Neural_Networks
853114,Neural_Networks
853155,Neural_Networks
854434,Neural_Networks
884094,Probabilistic_Methods
892139,Reinforcement_Learning
899085,Rule_Learning
907845,Neural_Networks
911198,Neural_Networks
919885,Neural_Networks
928873,Neural_Networks
948299,Neural_Networks
949217,Neural_Networks
950052,Neural_Networks
950986,Neural_Networks
964248,Probabilistic_Methods
976284,Theory
987188,Neural_Networks
989397,Theory
990075,Case_Based
1022969,Case_Based
1031453,Neural_Networks
1050679,Genetic_Algorithms
1059953,Theory
1061127,Rule_Learning
1095507,Probabilistic_Methods
1102364,Probabilistic_Methods
1102400,Theory
1102407,Neural_Networks
1102442,Theory
1102567,Case_Based
1102625,Case_Based
1102761,Case_Based
1102794,Rule_Learning
1102850,Neural_Networks
1102873,Neural_Networks
1103162,Reinforcement_Learning
1103315,Reinforcement_Learning
1103383,Genetic_Algorithms
1103499,Probabilistic_Methods
1103676,Neural_Networks
1103737,Theory
1103969,Probabilistic_Methods
1103979,Neural_Networks
1103985,Genetic_Algorithms
1104182,Reinforcement_Learning
1104258,Neural_Networks
1104261,Theory
1104300,Probabilistic_Methods
1104379,Neural_Networks
1104435,Probabilistic_Methods
1104449,Neural_Networks
1104647,Genetic_Algorithms
1104749,Genetic_Algorithms
1104851,Theory
1104999,Genetic_Algorithms
1105011,Probabilistic_Methods
1105033,Reinforcement_Learning
1105062,Reinforcement_Learning
1105116,Probabilistic_Methods
1105344,Neural_Networks
1105360,Rule_Learning
1105394,Reinforcement_Learning
1105450,Theory
1105505,Neural_Networks
1105530,Neural_Networks
1105574,Neural_Networks
1105672,Neural_Networks
1105718,Neural_Networks
1105810,Case_Based
1105887,Rule_Learning
1105932,Rule_Learning
1106052,Case_Based
1106236,Case_Based
1106401,Theory
1106406,Reinforcement_Learning
1106492,Rule_Learning
1106630,Neural_Networks
1106671,Neural_Networks
1106764,Rule_Learning
1106771,Neural_Networks
1106849,Neural_Networks
1106854,Neural_Networks
1106966,Reinforcement_Learning
1107010,Case_Based
1107062,Genetic_Algorithms
1107067,Case_Based
1107095,Rule_Learning
1107140,Theory
1107171,Case_Based
1107215,Case_Based
1107312,Reinforcement_Learning
1107355,Reinforcement_Learning
1107367,Case_Based
1107385,Neural_Networks
1107455,Reinforcement_Learning
1107558,Probabilistic_Methods
1107567,Theory
1107861,Theory
1108050,Neural_Networks
1108175,Neural_Networks
1108209,Genetic_Algorithms
1108258,Case_Based
1108267,Case_Based
1108551,Theory
1108570,Theory
1108597,Case_Based
1108728,Rule_Learning
1108834,Neural_Networks
1109017,Genetic_Algorithms
1109199,Genetic_Algorithms
1109208,Genetic_Algorithms
1109542,Probabilistic_Methods
1109566,Theory
1109830,Neural_Networks
1109957,Reinforcement_Learning
1110024,Case_Based
1110390,Case_Based
1110438,Neural_Networks
1110494,Neural_Networks
1110515,Genetic_Algorithms
1110520,Neural_Networks
1110563,Neural_Networks
1110947,Case_Based
1111186,Neural_Networks
1111230,Reinforcement_Learning
1111240,Neural_Networks
1111614,Case_Based
1111788,Theory
1111978,Probabilistic_Methods
1112071,Probabilistic_Methods
1112075,Neural_Networks
1112099,Theory
1112319,Theory
1112426,Neural_Networks
1112650,Probabilistic_Methods
1112665,Neural_Networks
1112686,Probabilistic_Methods
1112723,Neural_Networks
1113084,Neural_Networks
1113438,Genetic_Algorithms
1113459,Reinforcement_Learning
1113534,Neural_Networks
1113541,Neural_Networks
1113551,Case_Based
1113742,Genetic_Algorithms
1113828,Neural_Networks
1113852,Theory
1113926,Neural_Networks
1113934,Case_Based
1114125,Reinforcement_Learning
1114153,Neural_Networks
1114192,Neural_Networks
1114239,Genetic_Algorithms
1114352,Neural_Networks
1114388,Theory
1114398,Neural_Networks
1114502,Genetic_Algorithms
1114526,Theory
1114605,Neural_Networks
1114629,Reinforcement_Learning
1114664,Case_Based
1114838,Theory
1114864,Case_Based
1114992,Neural_Networks
1115456,Neural_Networks
1115471,Rule_Learning
1115670,Rule_Learning
1115677,Neural_Networks
1115790,Neural_Networks
1115959,Neural_Networks
1116044,Probabilistic_Methods
1116146,Case_Based
1116181,Theory
1116268,Theory
